CASEID,YEAR,STATEFIP,EMPSTAT,PED,SED_EAT,ANYSECDRK,ANYSECEAT,ACTIVITY,DURATION,SED_EAT_LN,START
20080301081044,2008,13,1,25,0,2,2,50101,150,0,11:30:00
20080301081059,2008,13,1,10,14,2,1,50101,695,12,7:55:00
20080301081130,2008,17,1,107,5,1,1,50101,192,0,8:48:00
20080301081130,2008,17,1,107,5,1,1,50101,240,0,13:00:00
20080301081139,2008,17,1,210,0,2,2,50101,155,0,7:25:00
20080301081139,2008,17,1,210,0,2,2,50101,105,0,10:15:00
20080301081139,2008,17,1,210,0,2,2,50101,150,0,12:55:00
20080301081139,2008,17,1,210,0,2,2,50101,80,0,15:40:00
20080301081149,2008,17,1,10,0,2,2,50104,15,0,9:15:00
20080301081149,2008,17,1,10,0,2,2,50101,180,0,9:30:00
20080301081149,2008,17,1,10,0,2,2,50101,168,0,12:42:00
20080301081203,2008,18,1,95,35,1,1,50101,248,0,8:52:00
20080301081203,2008,18,1,95,35,1,1,50101,218,35,13:22:00
20080301081233,2008,20,1,30,10,1,1,50101,115,3,9:05:00
20080301081233,2008,20,1,30,10,1,1,50101,195,0,11:15:00
20080301081233,2008,20,1,30,10,1,1,50101,49,7,15:41:00
20080301081233,2008,20,1,30,10,1,1,50101,25,0,16:35:00
20080301081266,2008,22,1,85,10,1,1,50101,15,0,20:10:00
20080301081364,2008,26,1,30,7,2,1,50101,325,0,6:35:00
20080301081364,2008,26,1,30,7,2,1,50101,215,0,12:40:00
20080301081377,2008,26,1,30,5,1,1,50101,405,0,8:15:00
20080301081390,2008,26,1,0,45,1,1,50101,435,0,9:15:00
20080301081392,2008,26,1,20,2,2,1,50101,10,0,14:05:00
20080301081392,2008,26,1,20,2,2,1,50101,375,0,14:15:00
20080301081392,2008,26,1,20,2,2,1,50101,105,0,21:15:00
20080301081445,2008,28,1,120,0,2,2,50101,220,0,7:20:00
20080301081461,2008,28,1,50,0,2,2,50101,222,0,7:48:00
20080301081461,2008,28,1,50,0,2,2,50101,360,0,12:00:00
20080301081526,2008,32,1,60,0,2,2,50104,80,0,5:40:00
20080301081526,2008,32,1,60,0,2,2,50101,240,0,7:00:00
20080301081526,2008,32,1,60,0,2,2,50101,210,0,11:30:00
20080301081545,2008,34,1,180,40,1,1,50101,485,40,8:55:00
20080301081551,2008,34,1,28,25,1,1,50101,483,25,6:57:00
20080301081551,2008,34,1,28,25,1,1,50101,5,0,22:15:00
20080301081557,2008,34,1,30,30,1,1,50101,433,30,9:47:00
20080301081562,2008,34,1,15,0,2,2,50104,15,0,14:45:00
20080301081562,2008,34,1,15,0,2,2,50101,360,0,15:00:00
20080301081590,2008,34,1,70,5,2,1,50101,260,0,7:40:00
20080301081590,2008,34,1,70,5,2,1,50101,255,0,12:15:00
20080301081641,2008,36,1,25,0,2,2,50102,240,0,6:25:00
20080301081641,2008,36,1,25,0,2,2,50102,240,0,10:25:00
20080301081833,2008,39,1,30,13,1,1,50101,90,5,13:00:00
20080301081833,2008,39,1,30,13,1,1,50101,165,5,14:45:00
20080301081848,2008,39,1,35,0,2,2,50101,245,0,16:55:00
20080301081849,2008,39,1,0,3,1,1,50101,180,0,4:00:00
20080301081849,2008,39,1,0,3,1,1,50101,355,0,22:05:00
20080301081871,2008,40,1,110,25,1,1,50101,20,0,10:06:00
20080301081871,2008,40,1,110,25,1,1,50101,520,25,11:20:00
20080301081897,2008,41,1,90,10,1,1,50101,120,0,7:30:00
20080301081897,2008,41,1,90,10,1,1,50101,30,10,9:45:00
20080301081897,2008,41,1,90,10,1,1,50101,180,0,10:25:00
20080301081897,2008,41,1,90,10,1,1,50101,265,0,14:35:00
20080301081938,2008,42,1,30,0,2,2,50101,235,0,8:05:00
20080301081938,2008,42,1,30,0,2,2,50101,315,0,12:45:00
20080301081939,2008,42,1,120,0,2,2,50101,320,0,6:10:00
20080301081939,2008,42,1,120,0,2,2,50101,270,0,12:00:00
20080301081978,2008,42,1,60,20,1,1,50101,60,5,6:00:00
20080301081978,2008,42,1,60,20,1,1,50101,120,0,22:40:00
20080301082030,2008,47,1,60,20,1,1,50101,203,0,8:52:00
20080301082030,2008,47,1,60,20,1,1,50101,225,0,13:15:00
20080301082096,2008,48,1,120,0,2,2,50101,300,0,7:00:00
20080301082096,2008,48,1,120,0,2,2,50101,150,0,12:30:00
20080301082124,2008,48,1,248,0,2,2,50101,90,0,8:00:00
20080301082124,2008,48,1,248,0,2,2,50101,148,0,22:02:00
20080301082126,2008,48,1,60,0,2,2,50101,273,0,8:27:00
20080301082126,2008,48,1,60,0,2,2,50101,60,0,14:00:00
20080301082164,2008,48,1,0,60,1,1,50101,545,45,8:25:00
20080301082176,2008,49,1,180,15,2,1,50101,190,15,11:10:00
20080301082231,2008,51,1,65,20,1,1,50101,215,5,8:55:00
20080301082231,2008,51,1,65,20,1,1,50101,270,5,13:15:00
20080301082241,2008,53,1,80,0,2,2,50102,90,0,10:30:00
20080301082241,2008,53,1,80,0,2,2,50102,90,0,12:30:00
20080301082306,2008,55,1,15,30,2,1,50101,520,30,9:05:00
20080301082390,2008,23,1,120,0,2,2,50101,175,0,9:05:00
20080301082390,2008,23,1,120,0,2,2,50101,170,0,13:10:00
20080301082394,2008,24,1,32,0,2,2,50101,339,0,7:36:00
20080301082394,2008,24,1,32,0,2,2,50101,323,0,13:37:00
20080301082469,2008,44,1,0,7,1,1,50101,120,0,15:00:00
20080301082469,2008,44,1,0,7,1,1,50101,120,0,20:00:00
20080301082498,2008,53,1,90,15,1,1,50101,90,0,17:10:00
20080301082498,2008,53,1,90,15,1,1,50101,60,0,21:05:00
20080302080018,2008,6,1,10,10,2,1,50101,120,0,11:05:00
20080302080067,2008,17,1,70,15,1,1,60101,394,0,7:11:00
20080302080080,2008,21,1,120,0,2,2,50101,212,0,6:58:00
20080302080080,2008,21,1,120,0,2,2,50101,41,0,10:45:00
20080302080080,2008,21,1,120,0,2,2,50104,5,0,12:21:00
20080302080080,2008,21,1,120,0,2,2,50101,154,0,12:26:00
20080302080080,2008,21,1,120,0,2,2,50101,45,0,15:15:00
20080302080090,2008,26,1,90,0,2,2,50101,510,0,8:36:00
20080302080100,2008,28,1,120,15,2,1,50101,120,0,8:00:00
20080302080100,2008,28,1,120,15,2,1,50101,60,0,12:00:00
20080302080117,2008,36,1,0,15,1,1,50101,410,15,9:10:00
20080302080138,2008,47,1,220,0,2,2,50101,150,0,7:00:00
20080302080138,2008,47,1,220,0,2,2,50101,135,0,9:45:00
20080302080138,2008,47,1,220,0,2,2,50101,105,0,12:45:00
20080302080138,2008,47,1,220,0,2,2,50101,105,0,14:45:00
20080302080148,2008,48,1,90,10,1,1,50101,60,0,7:00:00
20080302080148,2008,48,1,90,10,1,1,50101,60,0,9:00:00
20080302080148,2008,48,1,90,10,1,1,50101,10,0,11:50:00
20080302080148,2008,48,1,90,10,1,1,50101,10,0,15:10:00
20080302080148,2008,48,1,90,10,1,1,50101,30,0,20:20:00
20080302080151,2008,48,1,35,0,2,2,50101,270,0,7:15:00
20080302080151,2008,48,1,35,0,2,2,50101,180,0,14:00:00
20080302080151,2008,48,1,35,0,2,2,50101,270,0,17:30:00
20080302080167,2008,56,1,110,0,2,2,50101,60,0,8:00:00
20080302080167,2008,56,1,110,0,2,2,50101,365,0,11:10:00
20080302080503,2008,1,1,105,2,1,1,50101,215,0,6:25:00
20080302080503,2008,1,1,105,2,1,1,50101,165,0,10:15:00
20080302080503,2008,1,1,105,2,1,1,50101,315,0,14:15:00
20080302080518,2008,1,1,80,45,1,1,50101,290,0,8:25:00
20080302080518,2008,1,1,80,45,1,1,50101,253,0,13:47:00
20080302080524,2008,1,1,100,5,2,1,50101,275,0,5:55:00
20080302080524,2008,1,1,100,5,2,1,50101,105,0,10:45:00
20080302080524,2008,1,1,100,5,2,1,50101,210,0,13:30:00
20080302080525,2008,1,1,50,0,2,2,50101,5,0,9:32:00
20080302080534,2008,4,1,15,15,1,1,50102,445,15,6:50:00
20080302080534,2008,4,1,15,15,1,1,50101,295,0,14:50:00
20080302080538,2008,4,1,120,20,1,1,50101,90,10,7:20:00
20080302080538,2008,4,1,120,20,1,1,50101,140,0,9:00:00
20080302080538,2008,4,1,120,20,1,1,50101,305,0,13:10:00
20080302080554,2008,4,1,0,5,2,1,50101,606,5,6:30:00
20080302080612,2008,6,1,35,0,2,2,50101,465,0,4:15:00
20080302080612,2008,6,1,35,0,2,2,50101,270,0,12:30:00
20080302080614,2008,6,1,30,0,2,2,50101,210,0,6:55:00
20080302080614,2008,6,1,30,0,2,2,50101,125,0,10:55:00
20080302080627,2008,6,1,45,270,1,1,50101,270,270,6:30:00
20080302080627,2008,6,1,45,270,1,1,50101,330,0,11:30:00
20080302080638,2008,6,1,30,30,1,1,50101,25,0,8:05:00
20080302080638,2008,6,1,30,30,1,1,50101,450,30,9:00:00
20080302080642,2008,6,1,20,10,2,1,50101,425,10,6:55:00
20080302080642,2008,6,1,20,10,2,1,50101,80,0,14:10:00
20080302080667,2008,6,1,35,10,1,1,50101,270,10,8:30:00
20080302080674,2008,6,1,20,5,1,1,50101,234,0,8:06:00
20080302080674,2008,6,1,20,5,1,1,50101,240,5,13:00:00
20080302080677,2008,6,1,30,15,1,1,50101,325,0,8:20:00
20080302080677,2008,6,1,30,15,1,1,50101,265,15,14:05:00
20080302080678,2008,6,1,240,0,2,2,50101,450,0,13:00:00
20080302080683,2008,6,1,110,5,2,1,50101,60,0,8:30:00
20080302080683,2008,6,1,110,5,2,1,50101,150,0,9:30:00
20080302080683,2008,6,1,110,5,2,1,50102,120,0,13:00:00
20080302080684,2008,6,1,30,30,1,1,50101,450,15,11:00:00
20080302080691,2008,6,1,25,8,1,1,50101,230,0,8:10:00
20080302080699,2008,6,1,15,20,1,1,50101,125,20,10:55:00
20080302080699,2008,6,1,15,20,1,1,50101,105,0,13:15:00
20080302080699,2008,6,1,15,20,1,1,50101,60,0,15:15:00
20080302080711,2008,6,1,60,2,1,1,50101,120,0,8:00:00
20080302080711,2008,6,1,60,2,1,1,50101,140,0,10:40:00
20080302080711,2008,6,1,60,2,1,1,50101,75,0,13:15:00
20080302080733,2008,6,1,130,0,2,2,50101,285,0,8:15:00
20080302080735,2008,6,1,30,10,1,1,50101,15,10,11:30:00
20080302080737,2008,6,1,105,25,2,1,50101,555,25,8:45:00
20080302080744,2008,6,1,0,7,1,1,50101,180,0,6:17:00
20080302080744,2008,6,1,0,7,1,1,50101,133,0,9:17:00
20080302080744,2008,6,1,0,7,1,1,50101,115,7,14:35:00
20080302080744,2008,6,1,0,7,1,1,50101,30,0,17:35:00
20080302080753,2008,6,1,185,0,2,2,50101,240,0,8:15:00
20080302080753,2008,6,1,185,0,2,2,50101,145,0,13:35:00
20080302080753,2008,6,1,185,0,2,2,50101,220,0,16:20:00
20080302080753,2008,6,1,185,0,2,2,50101,95,0,21:55:00
20080302080772,2008,6,1,180,15,1,1,50101,170,0,9:40:00
20080302080789,2008,6,1,110,5,2,1,50101,233,0,12:52:00
20080302080804,2008,6,1,45,2,1,1,50101,30,0,6:08:00
20080302080804,2008,6,1,45,2,1,1,50101,150,0,17:10:00
20080302080816,2008,8,1,30,0,2,2,50101,305,0,9:55:00
20080302080816,2008,8,1,30,0,2,2,50101,225,0,15:45:00
20080302080832,2008,8,1,55,15,1,1,50101,360,15,6:00:00
20080302080832,2008,8,1,55,15,1,1,50101,285,0,12:15:00
20080302080833,2008,8,1,30,50,1,1,50101,240,0,8:00:00
20080302080833,2008,8,1,30,50,1,1,50101,60,0,12:30:00
20080302080833,2008,8,1,30,50,1,1,50102,171,30,14:09:00
20080302080835,2008,8,1,0,20,1,1,50101,5,0,14:10:00
20080302080841,2008,9,1,45,0,2,2,50101,255,0,7:30:00
20080302080841,2008,9,1,45,0,2,2,50101,225,0,12:45:00
20080302080846,2008,9,1,70,30,1,1,50101,225,0,7:45:00
20080302080846,2008,9,1,70,30,1,1,50101,165,0,12:00:00
20080302080847,2008,9,1,30,10,1,1,50101,240,0,6:03:00
20080302080851,2008,10,1,50,16,1,1,50101,35,0,6:25:00
20080302080852,2008,10,1,25,0,2,2,50101,170,0,13:40:00
20080302080852,2008,10,1,25,0,2,2,50101,130,0,16:50:00
20080302080852,2008,10,1,25,0,2,2,50101,120,0,19:15:00
20080302080852,2008,10,1,25,0,2,2,50101,40,0,21:30:00
20080302080857,2008,11,1,105,5,1,1,50101,20,0,4:00:00
20080302080857,2008,11,1,105,5,1,1,50101,225,0,9:15:00
20080302080857,2008,11,1,105,5,1,1,50101,240,0,21:00:00
20080302080864,2008,12,1,0,0,2,2,50102,60,0,10:00:00
20080302080875,2008,12,1,30,10,2,1,50101,155,5,23:25:00
20080302080885,2008,12,1,35,0,2,2,50101,313,0,7:17:00
20080302080885,2008,12,1,35,0,2,2,50101,285,0,12:45:00
20080302080893,2008,12,1,60,10,1,1,50101,270,0,8:00:00
20080302080893,2008,12,1,60,10,1,1,50101,255,0,13:00:00
20080302080899,2008,12,1,90,0,2,2,50101,445,0,6:35:00
20080302080899,2008,12,1,90,0,2,2,50101,240,0,15:00:00
20080302080901,2008,12,1,60,0,2,2,50101,260,0,9:40:00
20080302080901,2008,12,1,60,0,2,2,50101,200,0,14:40:00
20080302080902,2008,12,1,85,45,2,1,50101,10,0,20:30:00
20080302080954,2008,12,1,80,0,2,2,50101,305,0,7:55:00
20080302080954,2008,12,1,80,0,2,2,50101,125,0,14:10:00
20080302080954,2008,12,1,80,0,2,2,50101,225,0,16:30:00
20080302080954,2008,12,1,80,0,2,2,50101,60,0,21:05:00
20080302080967,2008,12,1,10,5,2,1,50101,580,5,6:20:00
20080302080973,2008,12,1,130,15,1,1,50101,90,0,6:30:00
20080302080973,2008,12,1,130,15,1,1,50101,235,0,8:50:00
20080302080973,2008,12,1,130,15,1,1,50101,15,0,16:50:00
20080302080986,2008,12,1,125,10,2,1,50101,255,10,7:15:00
20080302080986,2008,12,1,125,10,2,1,50101,90,0,11:45:00
20080302080986,2008,12,1,125,10,2,1,50101,165,0,14:15:00
20080302080995,2008,13,1,60,0,2,2,50101,60,0,9:50:00
20080302080995,2008,13,1,60,0,2,2,50101,60,0,12:19:00
20080302080995,2008,13,1,60,0,2,2,50101,90,0,20:30:00
20080302081015,2008,13,1,40,16,1,1,50101,30,5,8:10:00
20080302081015,2008,13,1,40,16,1,1,50101,15,0,8:55:00
20080302081015,2008,13,1,40,16,1,1,50101,60,0,10:40:00
20080302081015,2008,13,1,40,16,1,1,50101,20,3,12:30:00
20080302081015,2008,13,1,40,16,1,1,50101,60,0,13:05:00
20080302081015,2008,13,1,40,16,1,1,50101,30,0,14:05:00
20080302081015,2008,13,1,40,16,1,1,50101,45,3,16:35:00
20080302081015,2008,13,1,40,16,1,1,50101,10,0,17:45:00
20080302081016,2008,13,1,180,18,1,1,50101,240,0,12:44:00
20080302081016,2008,13,1,180,18,1,1,50101,3,0,18:20:00
20080302081017,2008,13,1,50,0,2,2,50101,243,0,9:27:00
20080302081017,2008,13,1,50,0,2,2,50101,115,0,14:00:00
20080302081020,2008,13,1,90,10,2,1,50101,75,0,18:15:00
20080302081021,2008,13,1,65,0,2,2,50101,240,0,6:30:00
20080302081021,2008,13,1,65,0,2,2,50101,45,0,10:45:00
20080302081021,2008,13,1,65,0,2,2,50101,105,0,12:15:00
20080302081021,2008,13,1,65,0,2,2,50101,75,0,14:15:00
20080302081023,2008,13,1,55,7,1,1,50101,75,0,16:20:00
20080302081023,2008,13,1,55,7,1,1,50101,30,0,20:45:00
20080302081025,2008,13,1,20,1,1,1,50101,460,1,12:50:00
20080302081026,2008,13,1,10,20,1,1,50101,120,0,12:50:00
20080302081042,2008,13,1,35,10,1,1,60101,120,0,10:00:00
20080302081049,2008,15,1,50,35,2,1,50101,310,15,7:50:00
20080302081049,2008,15,1,50,35,2,1,50101,165,15,13:30:00
20080302081054,2008,16,1,80,0,2,2,50101,240,0,8:00:00
20080302081054,2008,16,1,80,0,2,2,50101,240,0,12:30:00
20080302081056,2008,16,1,20,5,2,1,50101,156,0,15:54:00
20080302081056,2008,16,1,20,5,2,1,50101,230,0,18:40:00
20080302081066,2008,17,1,70,15,2,1,50101,185,0,8:55:00
20080302081066,2008,17,1,70,15,2,1,50101,160,0,13:20:00
20080302081071,2008,17,1,25,0,2,2,50101,390,0,8:00:00
20080302081116,2008,17,1,60,1,2,1,50101,230,0,8:10:00
20080302081116,2008,17,1,60,1,2,1,50101,230,1,12:40:00
20080302081116,2008,17,1,60,1,2,1,50101,45,0,19:47:00
20080302081120,2008,17,1,30,30,1,1,50101,375,10,7:45:00
20080302081120,2008,17,1,30,30,1,1,50101,240,20,14:00:00
20080302081120,2008,17,1,30,30,1,1,50101,30,0,21:00:00
20080302081125,2008,17,1,60,20,2,1,50101,390,0,7:00:00
20080302081125,2008,17,1,60,20,2,1,50101,25,0,15:01:00
20080302081125,2008,17,1,60,20,2,1,50101,269,20,17:01:00
20080302081126,2008,17,1,106,1,1,1,50102,30,0,10:17:00
20080302081126,2008,17,1,106,1,1,1,50101,2,0,10:57:00
20080302081126,2008,17,1,106,1,1,1,50101,195,0,14:30:00
20080302081126,2008,17,1,106,1,1,1,50101,250,1,19:20:00
20080302081140,2008,17,1,45,5,97,1,50101,240,0,7:00:00
20080302081140,2008,17,1,45,5,97,1,50101,435,0,11:15:00
20080302081142,2008,17,1,90,0,2,2,50101,315,0,9:45:00
20080302081142,2008,17,1,90,0,2,2,50101,240,0,16:00:00
20080302081154,2008,18,1,45,5,2,1,50101,200,0,6:10:00
20080302081154,2008,18,1,45,5,2,1,50101,165,0,9:45:00
20080302081154,2008,18,1,45,5,2,1,50101,120,0,13:00:00
20080302081154,2008,18,1,45,5,2,1,50102,95,0,15:40:00
20080302081162,2008,18,1,10,8,1,1,50101,490,5,6:50:00
20080302081162,2008,18,1,10,8,1,1,60102,4,0,17:26:00
20080302081162,2008,18,1,10,8,1,1,60102,60,0,17:30:00
20080302081163,2008,18,1,60,0,2,2,50101,260,0,14:40:00
20080302081163,2008,18,1,60,0,2,2,50101,210,0,19:30:00
20080302081164,2008,18,1,60,0,2,2,60101,75,0,13:15:00
20080302081168,2008,18,1,15,15,1,1,50101,665,15,6:55:00
20080302081168,2008,18,1,15,15,1,1,50101,120,0,18:55:00
20080302081186,2008,19,1,88,0,2,2,50101,15,0,15:35:00
20080302081194,2008,20,1,75,15,1,1,50101,165,0,9:45:00
20080302081201,2008,20,1,75,0,2,2,50101,240,0,7:45:00
20080302081201,2008,20,1,75,0,2,2,50101,240,0,12:15:00
20080302081201,2008,20,1,75,0,2,2,50101,40,0,16:20:00
20080302081203,2008,20,1,117,0,2,2,50101,45,0,7:15:00
20080302081203,2008,20,1,117,0,2,2,50101,15,0,8:15:00
20080302081203,2008,20,1,117,0,2,2,50101,10,0,8:30:00
20080302081203,2008,20,1,117,0,2,2,50101,35,0,8:40:00
20080302081203,2008,20,1,117,0,2,2,50101,90,0,10:00:00
20080302081203,2008,20,1,117,0,2,2,50101,57,0,12:03:00
20080302081204,2008,20,1,40,0,2,2,50101,60,0,10:05:00
20080302081204,2008,20,1,40,0,2,2,50101,175,0,11:35:00
20080302081204,2008,20,1,40,0,2,2,50101,90,0,14:45:00
20080302081224,2008,21,1,10,360,1,1,50101,360,360,4:00:00
20080302081226,2008,21,1,80,0,2,2,50101,150,0,6:00:00
20080302081226,2008,21,1,80,0,2,2,50101,165,0,8:45:00
20080302081226,2008,21,1,80,0,2,2,50101,105,0,12:00:00
20080302081226,2008,21,1,80,0,2,2,50101,195,0,14:00:00
20080302081242,2008,22,1,60,0,2,2,50101,300,0,8:50:00
20080302081242,2008,22,1,60,0,2,2,50101,120,0,14:00:00
20080302081242,2008,22,1,60,0,2,2,50101,120,0,16:30:00
20080302081251,2008,22,1,10,0,2,2,50101,180,0,4:00:00
20080302081251,2008,22,1,10,0,2,2,50101,105,0,7:15:00
20080302081251,2008,22,1,10,0,2,2,50101,210,0,23:55:00
20080302081251,2008,22,1,10,0,2,2,50101,20,0,3:40:00
20080302081270,2008,24,1,60,15,1,1,50101,210,0,8:00:00
20080302081270,2008,24,1,60,15,1,1,50101,240,0,12:00:00
20080302081281,2008,24,1,0,0,2,2,50101,30,0,11:30:00
20080302081284,2008,24,1,30,0,2,2,50101,180,0,4:00:00
20080302081284,2008,24,1,30,0,2,2,50101,117,0,19:03:00
20080302081284,2008,24,1,30,0,2,2,50101,135,0,21:15:00
20080302081284,2008,24,1,30,0,2,2,50101,120,0,23:45:00
20080302081284,2008,24,1,30,0,2,2,50101,120,0,2:00:00
20080302081291,2008,25,1,55,0,2,2,50101,85,0,7:05:00
20080302081291,2008,25,1,55,0,2,2,50101,230,0,8:40:00
20080302081291,2008,25,1,55,0,2,2,50101,105,0,12:45:00
20080302081294,2008,25,1,60,615,2,1,50101,615,615,7:45:00
20080302081294,2008,25,1,60,615,2,1,50101,60,0,20:30:00
20080302081306,2008,25,1,105,60,1,1,50101,75,0,16:36:00
20080302081311,2008,25,1,80,2,2,1,50101,221,0,12:19:00
20080302081311,2008,25,1,80,2,2,1,50101,180,0,17:00:00
20080302081311,2008,25,1,80,2,2,1,50101,45,0,20:15:00
20080302081334,2008,26,1,35,15,2,1,50101,100,0,6:50:00
20080302081334,2008,26,1,35,15,2,1,50101,60,0,9:00:00
20080302081335,2008,26,1,15,0,2,2,50101,635,0,6:55:00
20080302081337,2008,26,1,80,20,1,1,50101,210,0,9:30:00
20080302081337,2008,26,1,80,20,1,1,50101,150,0,13:30:00
20080302081340,2008,26,1,40,15,1,1,50101,288,15,7:12:00
20080302081340,2008,26,1,40,15,1,1,50101,288,0,12:40:00
20080302081340,2008,26,1,40,15,1,1,50101,90,0,18:10:00
20080302081343,2008,26,1,45,15,2,1,50101,180,5,7:00:00
20080302081343,2008,26,1,45,15,2,1,50101,130,0,10:20:00
20080302081343,2008,26,1,45,15,2,1,50101,150,5,13:00:00
20080302081345,2008,26,1,110,0,1,2,50101,315,0,6:45:00
20080302081345,2008,26,1,110,0,1,2,50101,165,0,12:45:00
20080302081352,2008,26,1,20,20,1,1,50102,525,5,14:45:00
20080302081353,2008,26,1,20,13,1,1,50101,75,0,17:55:00
20080302081355,2008,26,1,35,115,2,1,50101,152,0,7:58:00
20080302081355,2008,26,1,35,115,2,1,50101,40,0,10:50:00
20080302081355,2008,26,1,35,115,2,1,50101,207,0,13:23:00
20080302081363,2008,26,1,30,8,1,1,50101,60,0,10:15:00
20080302081363,2008,26,1,30,8,1,1,50101,120,0,11:30:00
20080302081363,2008,26,1,30,8,1,1,50101,195,2,13:45:00
20080302081363,2008,26,1,30,8,1,1,50101,100,0,17:10:00
20080302081399,2008,27,1,120,930,1,1,50101,103,103,7:47:00
20080302081399,2008,27,1,120,930,1,1,50101,120,120,10:00:00
20080302081399,2008,27,1,120,930,1,1,50101,120,120,12:30:00
20080302081399,2008,27,1,120,930,1,1,50101,75,75,14:45:00
20080302081403,2008,27,1,50,4,2,1,50101,65,0,9:05:00
20080302081404,2008,27,1,120,0,2,2,50101,150,0,4:00:00
20080302081410,2008,27,1,105,25,2,1,50102,5,0,8:35:00
20080302081410,2008,27,1,105,25,2,1,50101,383,25,14:52:00
20080302081424,2008,28,1,90,10,1,1,50101,120,0,7:00:00
20080302081424,2008,28,1,90,10,1,1,50101,135,0,9:15:00
20080302081424,2008,28,1,90,10,1,1,50101,210,0,12:00:00
20080302081432,2008,29,1,30,45,2,1,50101,270,0,7:45:00
20080302081432,2008,29,1,30,45,2,1,50101,270,0,12:45:00
20080302081442,2008,29,1,60,0,2,2,50101,360,0,6:00:00
20080302081442,2008,29,1,60,0,2,2,50101,210,0,12:30:00
20080302081443,2008,29,1,15,0,2,2,50101,240,0,4:00:00
20080302081443,2008,29,1,15,0,2,2,50101,360,0,22:00:00
20080302081444,2008,29,1,90,2,1,1,50101,85,0,8:05:00
20080302081444,2008,29,1,90,2,1,1,50101,180,2,9:45:00
20080302081444,2008,29,1,90,2,1,1,50101,10,0,13:20:00
20080302081444,2008,29,1,90,2,1,1,50101,10,0,20:11:00
20080302081446,2008,29,1,80,14,1,1,50101,360,4,9:00:00
20080302081453,2008,29,1,20,0,2,2,50101,299,0,6:31:00
20080302081453,2008,29,1,20,0,2,2,50101,218,0,12:22:00
20080302081454,2008,29,1,30,5,1,1,50102,326,5,11:34:00
20080302081455,2008,29,1,105,0,2,2,50101,165,0,7:15:00
20080302081455,2008,29,1,105,0,2,2,50101,75,0,10:15:00
20080302081456,2008,29,1,15,150,1,1,50101,185,0,9:55:00
20080302081456,2008,29,1,15,150,1,1,50101,165,30,13:15:00
20080302081457,2008,30,1,80,0,2,2,50101,225,0,8:15:00
20080302081457,2008,30,1,80,0,2,2,50101,225,0,12:15:00
20080302081464,2008,30,1,85,18,1,1,50101,205,0,8:30:00
20080302081464,2008,30,1,85,18,1,1,50101,245,0,13:05:00
20080302081466,2008,31,1,45,5,1,1,50101,247,5,8:53:00
20080302081466,2008,31,1,45,5,1,1,50101,90,0,13:15:00
20080302081466,2008,31,1,45,5,1,1,50101,172,0,15:08:00
20080302081466,2008,31,1,45,5,1,1,50101,215,0,18:55:00
20080302081488,2008,33,1,25,13,1,1,50101,315,5,7:45:00
20080302081488,2008,33,1,25,13,1,1,50102,202,8,14:08:00
20080302081488,2008,33,1,25,13,1,1,50102,20,0,18:10:00
20080302081497,2008,34,1,20,20,1,1,50101,665,20,5:55:00
20080302081497,2008,34,1,20,20,1,1,50101,10,0,20:30:00
20080302081506,2008,34,1,15,2,1,1,50101,203,0,6:52:00
20080302081506,2008,34,1,15,2,1,1,50101,90,0,10:30:00
20080302081519,2008,34,1,75,15,1,1,50101,180,0,7:50:00
20080302081519,2008,34,1,75,15,1,1,50101,105,0,11:05:00
20080302081519,2008,34,1,75,15,1,1,50101,120,0,13:50:00
20080302081534,2008,34,1,115,225,1,1,50101,225,225,8:45:00
20080302081534,2008,34,1,115,225,1,1,50101,120,0,13:00:00
20080302081534,2008,34,1,115,225,1,1,50101,125,0,15:05:00
20080302081550,2008,35,1,45,15,2,1,60102,105,0,9:05:00
20080302081561,2008,35,1,95,0,2,2,50101,333,0,6:57:00
20080302081561,2008,35,1,95,0,2,2,50101,150,0,13:00:00
20080302081577,2008,36,1,20,10,1,1,50101,553,10,7:17:00
20080302081580,2008,36,1,60,0,2,2,50101,160,0,6:50:00
20080302081580,2008,36,1,60,0,2,2,50101,135,0,9:45:00
20080302081580,2008,36,1,60,0,2,2,50101,90,0,12:30:00
20080302081580,2008,36,1,60,0,2,2,50101,75,0,14:15:00
20080302081585,2008,36,1,210,30,2,1,50101,225,0,8:15:00
20080302081585,2008,36,1,210,30,2,1,50101,255,0,13:00:00
20080302081605,2008,36,1,50,150,1,1,50101,255,150,9:45:00
20080302081605,2008,36,1,50,150,1,1,50101,240,0,14:15:00
20080302081607,2008,36,1,80,10,2,1,50101,85,0,8:05:00
20080302081607,2008,36,1,80,10,2,1,50101,185,0,9:40:00
20080302081607,2008,36,1,80,10,2,1,50101,365,10,13:25:00
20080302081610,2008,36,1,90,0,2,2,50101,240,0,7:30:00
20080302081610,2008,36,1,90,0,2,2,50101,240,0,12:00:00
20080302081652,2008,36,1,30,0,2,2,50101,235,0,8:05:00
20080302081652,2008,36,1,30,0,2,2,50101,210,0,12:30:00
20080302081655,2008,36,1,105,15,1,1,50101,120,15,8:00:00
20080302081655,2008,36,1,105,15,1,1,50101,135,0,10:15:00
20080302081655,2008,36,1,105,15,1,1,50101,90,0,13:30:00
20080302081655,2008,36,1,105,15,1,1,50101,150,0,15:30:00
20080302081661,2008,36,1,60,5,1,1,50101,285,5,5:00:00
20080302081661,2008,36,1,60,5,1,1,50101,105,0,10:00:00
