CASEID,YEAR,STATEFIP,EMPSTAT,PED,SED_EAT,ANYSECDRK,ANYSECEAT,ACTIVITY,DURATION,SED_EAT_LN,START
20070111062101,2007,48,1,15,0,2,2,50101,90,0,17:20:00
20070111062119,2007,48,1,105,0,2,2,50101,180,0,9:00:00
20070111062119,2007,48,1,105,0,2,2,50101,120,0,13:00:00
20070111062119,2007,48,1,105,0,2,2,50101,120,0,15:15:00
20070111062121,2007,48,1,80,0,2,2,50101,490,0,13:50:00
20070111062157,2007,48,1,145,0,2,2,50101,150,0,8:30:00
20070111062157,2007,48,1,145,0,2,2,50101,35,0,11:25:00
20070111062157,2007,48,1,145,0,2,2,50101,60,0,14:30:00
20070111062157,2007,48,1,145,0,2,2,50101,150,0,16:00:00
20070111062164,2007,48,1,45,10,1,1,50102,320,10,16:40:00
20070111062182,2007,48,1,127,3,1,1,50101,133,0,5:47:00
20070111062182,2007,48,1,127,3,1,1,50101,240,3,8:05:00
20070111062182,2007,48,1,127,3,1,1,50101,188,0,12:52:00
20070111062207,2007,48,1,45,5,1,1,50101,445,0,7:35:00
20070111062208,2007,48,1,30,30,1,1,50101,470,0,6:10:00
20070111062208,2007,48,1,30,30,1,1,50101,240,0,14:30:00
20070111062223,2007,49,1,30,30,2,1,50101,120,0,6:00:00
20070111062223,2007,49,1,30,30,2,1,50102,540,30,8:30:00
20070111062242,2007,51,1,30,191,1,1,50101,290,1,9:10:00
20070111062242,2007,51,1,30,191,1,1,50101,235,10,14:20:00
20070111062245,2007,51,1,35,5,1,1,50101,355,5,7:35:00
20070111062250,2007,51,1,45,0,2,2,50101,120,0,12:45:00
20070111062250,2007,51,1,45,0,2,2,50101,90,0,15:00:00
20070111062250,2007,51,1,45,0,2,2,50101,300,0,17:00:00
20070111062250,2007,51,1,45,0,2,2,50101,165,0,22:15:00
20070111062270,2007,51,1,60,0,2,2,60101,250,0,7:20:00
20070111062270,2007,51,1,60,0,2,2,60101,120,0,12:00:00
20070111062332,2007,54,1,105,15,1,1,50101,330,0,6:30:00
20070111062332,2007,54,1,105,15,1,1,50101,360,15,13:00:00
20070111062347,2007,55,1,45,0,1,2,50101,690,0,6:30:00
20070111062358,2007,55,1,105,15,2,1,50101,120,0,8:00:00
20070111062358,2007,55,1,105,15,2,1,50101,115,0,10:15:00
20070111062358,2007,55,1,105,15,2,1,50101,260,0,12:55:00
20070111062394,2007,8,1,135,0,2,2,50101,130,0,8:50:00
20070111062394,2007,8,1,135,0,2,2,50101,75,0,11:15:00
20070111062394,2007,8,1,135,0,2,2,50101,135,0,13:15:00
20070111062395,2007,8,1,125,40,1,1,50101,30,0,6:35:00
20070111062395,2007,8,1,125,40,1,1,50101,20,0,19:00:00
20070111062447,2007,24,1,50,235,1,1,50101,235,235,8:05:00
20070111062447,2007,24,1,50,235,1,1,50101,250,0,12:20:00
20070111062460,2007,24,1,75,20,1,1,50101,270,0,5:30:00
20070111062460,2007,24,1,75,20,1,1,50101,180,0,10:15:00
20070111062460,2007,24,1,75,20,1,1,50101,150,0,14:00:00
20070111062469,2007,27,1,80,35,2,1,50101,90,0,19:30:00
20070111062486,2007,29,1,25,0,2,2,50101,330,0,7:30:00
20070111062494,2007,31,1,120,105,1,1,50101,30,0,21:09:00
20070111062496,2007,31,1,45,15,2,1,60101,215,0,17:25:00
20070111062513,2007,41,1,55,10,1,1,50101,240,0,6:55:00
20070111062513,2007,41,1,55,10,1,1,50101,440,10,11:10:00
20070111062521,2007,45,1,120,10,1,1,50101,60,0,7:15:00
20070111062521,2007,45,1,120,10,1,1,50101,60,0,8:30:00
20070111062521,2007,45,1,120,10,1,1,50101,120,0,9:45:00
20070111062521,2007,45,1,120,10,1,1,50101,30,0,13:00:00
20070111062527,2007,45,1,30,2,1,1,50101,120,0,7:30:00
20070111062527,2007,45,1,30,2,1,1,50101,300,0,10:00:00
20070112060002,2007,1,1,55,5,1,1,50101,20,0,11:50:00
20070112060009,2007,5,1,10,0,2,2,50101,180,0,6:00:00
20070112060009,2007,5,1,10,0,2,2,50101,170,0,9:10:00
20070112060009,2007,5,1,10,0,2,2,50101,120,0,12:30:00
20070112060013,2007,6,1,90,0,2,2,50101,360,0,4:00:00
20070112060013,2007,6,1,90,0,2,2,50101,60,0,10:30:00
20070112060013,2007,6,1,90,0,2,2,50101,75,0,11:45:00
20070112060043,2007,13,1,15,1,1,1,50101,495,1,7:45:00
20070112060046,2007,13,1,15,53,2,1,50101,305,0,6:55:00
20070112060046,2007,13,1,15,53,2,1,50101,150,0,13:00:00
20070112060054,2007,17,1,60,0,2,2,50101,115,0,17:05:00
20070112060054,2007,17,1,60,0,2,2,50101,300,0,20:00:00
20070112060055,2007,17,1,115,25,1,1,50101,115,0,9:45:00
20070112060055,2007,17,1,115,25,1,1,50101,128,0,12:00:00
20070112060063,2007,18,1,60,0,2,2,50101,30,0,4:00:00
20070112060063,2007,18,1,60,0,2,2,50101,165,0,4:45:00
20070112060063,2007,18,1,60,0,2,2,50101,180,0,22:30:00
20070112060063,2007,18,1,60,0,2,2,50101,120,0,2:00:00
20070112060095,2007,37,1,0,20,2,1,50101,190,0,22:50:00
20070112060095,2007,37,1,0,20,2,1,50101,105,0,2:15:00
20070112060107,2007,39,1,0,15,1,1,50101,570,10,6:30:00
20070112060111,2007,42,1,120,10,1,1,50101,399,10,11:21:00
20070112060118,2007,47,1,0,50,1,1,50101,300,0,5:00:00
20070112060501,2007,1,1,65,2,2,1,50101,256,0,6:44:00
20070112060501,2007,1,1,65,2,2,1,50101,174,0,11:36:00
20070112060501,2007,1,1,65,2,2,1,50101,102,0,14:48:00
20070112060502,2007,1,1,60,0,2,2,50101,155,0,14:25:00
20070112060507,2007,1,1,115,5,2,1,50101,170,0,9:10:00
20070112060507,2007,1,1,115,5,2,1,50101,255,5,13:15:00
20070112060513,2007,1,1,100,10,1,1,50101,225,10,8:15:00
20070112060513,2007,1,1,100,10,1,1,50101,150,0,13:00:00
20070112060513,2007,1,1,100,10,1,1,50101,90,0,15:45:00
20070112060526,2007,1,1,45,5,1,1,50101,290,0,6:10:00
20070112060526,2007,1,1,45,5,1,1,50101,375,0,12:00:00
20070112060533,2007,4,1,30,0,2,2,50101,220,0,9:20:00
20070112060533,2007,4,1,30,0,2,2,50101,370,0,13:20:00
20070112060534,2007,4,1,20,15,2,1,50101,30,15,7:00:00
20070112060534,2007,4,1,20,15,2,1,50101,30,0,16:30:00
20070112060539,2007,4,1,30,0,2,2,50101,120,0,8:00:00
20070112060540,2007,4,1,90,0,2,2,50101,315,0,7:45:00
20070112060540,2007,4,1,90,0,2,2,50101,180,0,13:30:00
20070112060543,2007,4,1,150,0,2,2,50101,390,0,5:00:00
20070112060543,2007,4,1,150,0,2,2,50101,150,0,12:00:00
20070112060546,2007,4,1,95,0,2,2,50101,165,0,6:30:00
20070112060546,2007,4,1,95,0,2,2,50101,120,0,9:30:00
20070112060546,2007,4,1,95,0,2,2,50101,315,0,12:00:00
20070112060550,2007,4,1,15,0,2,2,50102,495,0,5:45:00
20070112060550,2007,4,1,15,0,2,2,50102,30,0,14:15:00
20070112060550,2007,4,1,15,0,2,2,50101,550,0,14:50:00
20070112060559,2007,4,1,30,10,2,1,50101,325,0,9:35:00
20070112060559,2007,4,1,30,10,2,1,50101,150,0,15:30:00
20070112060561,2007,4,1,325,10,1,1,50101,120,0,10:40:00
20070112060561,2007,4,1,325,10,1,1,50101,150,0,12:55:00
20070112060569,2007,5,1,60,0,2,2,50101,185,0,8:25:00
20070112060569,2007,5,1,60,0,2,2,50101,120,0,12:00:00
20070112060569,2007,5,1,60,0,2,2,50101,170,0,14:10:00
20070112060582,2007,5,1,292,0,2,2,50101,300,0,8:00:00
20070112060582,2007,5,1,292,0,2,2,50101,180,0,14:00:00
20070112060582,2007,5,1,292,0,2,2,50101,15,0,22:30:00
20070112060584,2007,5,1,75,0,2,2,50101,240,0,8:00:00
20070112060584,2007,5,1,75,0,2,2,50101,240,0,13:00:00
20070112060590,2007,5,1,10,0,2,2,50101,30,0,8:35:00
20070112060590,2007,5,1,10,0,2,2,50101,285,0,9:15:00
20070112060590,2007,5,1,10,0,2,2,50101,650,0,14:10:00
20070112060600,2007,6,1,50,15,2,1,50101,480,15,7:00:00
20070112060602,2007,6,1,30,16,1,1,50101,60,0,8:00:00
20070112060602,2007,6,1,30,16,1,1,50101,530,13,10:10:00
20070112060602,2007,6,1,30,16,1,1,50101,60,3,20:30:00
20070112060602,2007,6,1,30,16,1,1,50101,60,0,21:30:00
20070112060609,2007,6,1,30,730,1,1,50102,110,110,10:10:00
20070112060609,2007,6,1,30,730,1,1,50102,210,210,12:30:00
20070112060620,2007,6,1,105,0,2,2,50101,230,0,23:55:00
20070112060633,2007,6,1,120,0,97,2,50101,272,0,14:58:00
20070112060633,2007,6,1,120,0,97,2,50101,180,0,20:00:00
20070112060633,2007,6,1,120,0,97,2,50101,120,0,23:30:00
20070112060633,2007,6,1,120,0,97,2,50101,50,0,1:40:00
20070112060636,2007,6,1,30,33,2,1,50101,60,0,16:04:00
20070112060643,2007,6,1,90,10,1,1,50101,65,0,13:55:00
20070112060643,2007,6,1,90,10,1,1,50101,40,0,15:20:00
20070112060643,2007,6,1,90,10,1,1,50101,60,0,16:20:00
20070112060686,2007,6,1,105,0,2,2,50101,240,0,9:25:00
20070112060686,2007,6,1,105,0,2,2,50101,334,0,13:56:00
20070112060686,2007,6,1,105,0,2,2,50101,35,0,21:40:00
20070112060695,2007,6,1,20,0,2,2,50101,60,0,17:20:00
20070112060710,2007,6,1,180,0,2,2,50101,483,0,15:57:00
20070112060717,2007,6,1,120,0,1,2,50101,125,0,7:55:00
20070112060717,2007,6,1,120,0,1,2,50101,105,0,10:15:00
20070112060717,2007,6,1,120,0,1,2,50101,120,0,13:00:00
20070112060717,2007,6,1,120,0,1,2,50101,105,0,15:15:00
20070112060718,2007,6,1,120,25,1,1,50101,209,5,4:01:00
20070112060718,2007,6,1,120,25,1,1,50101,30,0,7:30:00
20070112060718,2007,6,1,120,25,1,1,50101,260,0,12:40:00
20070112060742,2007,6,1,30,10,1,1,50101,90,0,22:15:00
20070112060762,2007,6,1,105,0,2,2,50101,290,0,5:10:00
20070112060762,2007,6,1,105,0,2,2,50101,187,0,11:00:00
20070112060764,2007,6,1,45,0,2,2,50101,275,0,7:25:00
20070112060764,2007,6,1,45,0,2,2,50101,240,0,12:30:00
20070112060771,2007,6,1,30,5,1,1,50101,330,5,7:30:00
20070112060771,2007,6,1,30,5,1,1,50101,225,0,14:15:00
20070112060774,2007,6,1,40,25,1,1,50101,188,20,10:52:00
20070112060774,2007,6,1,40,25,1,1,50101,15,0,21:30:00
20070112060777,2007,6,1,125,0,2,2,50101,175,0,6:35:00
20070112060777,2007,6,1,125,0,2,2,50101,180,0,10:00:00
20070112060777,2007,6,1,125,0,2,2,50101,105,0,13:45:00
20070112060782,2007,6,1,0,20,1,1,50101,350,0,4:40:00
20070112060782,2007,6,1,0,20,1,1,50101,10,10,10:30:00
20070112060782,2007,6,1,0,20,1,1,50101,200,0,10:40:00
20070112060782,2007,6,1,0,20,1,1,50102,240,0,14:30:00
20070112060782,2007,6,1,0,20,1,1,50101,210,10,19:30:00
20070112060783,2007,6,1,105,0,2,2,50101,260,0,6:55:00
20070112060783,2007,6,1,105,0,2,2,50101,225,0,12:15:00
20070112060788,2007,6,1,20,35,1,1,50101,270,20,18:00:00
20070112060788,2007,6,1,20,35,1,1,50101,100,0,22:50:00
20070112060789,2007,6,1,0,45,2,1,50101,30,0,8:30:00
20070112060789,2007,6,1,0,45,2,1,50101,445,10,10:05:00
20070112060789,2007,6,1,0,45,2,1,50101,90,0,22:00:00
20070112060789,2007,6,1,0,45,2,1,50101,30,0,0:00:00
20070112060789,2007,6,1,0,45,2,1,50101,15,0,0:45:00
20070112060793,2007,6,1,40,25,1,1,60102,55,0,5:20:00
20070112060793,2007,6,1,40,25,1,1,50101,218,5,8:22:00
20070112060793,2007,6,1,40,25,1,1,50101,2,0,12:05:00
20070112060793,2007,6,1,40,25,1,1,50102,58,10,12:17:00
20070112060793,2007,6,1,40,25,1,1,50101,200,10,13:40:00
20070112060795,2007,6,1,75,2,1,1,50101,127,0,8:53:00
20070112060795,2007,6,1,75,2,1,1,50101,135,0,11:45:00
20070112060795,2007,6,1,75,2,1,1,50101,1,0,17:15:00
20070112060797,2007,6,1,45,0,2,2,50101,280,0,14:50:00
20070112060797,2007,6,1,45,0,2,2,50101,210,0,20:00:00
20070112060802,2007,6,1,40,16,1,1,50101,60,0,11:45:00
20070112060802,2007,6,1,40,16,1,1,50101,180,0,15:55:00
20070112060802,2007,6,1,40,16,1,1,50101,30,1,19:23:00
20070112060824,2007,8,1,35,2,2,1,60101,285,0,7:15:00
20070112060824,2007,8,1,35,2,2,1,60101,150,0,12:30:00
20070112060824,2007,8,1,35,2,2,1,50101,300,2,16:30:00
20070112060835,2007,8,1,15,10,1,1,50101,120,0,7:30:00
20070112060835,2007,8,1,15,10,1,1,50101,120,0,9:45:00
20070112060835,2007,8,1,15,10,1,1,50101,260,10,12:40:00
20070112060847,2007,9,1,40,15,1,1,50101,454,15,9:06:00
20070112060853,2007,9,1,35,0,2,2,50101,345,0,8:15:00
20070112060853,2007,9,1,35,0,2,2,50101,10,0,14:10:00
20070112060853,2007,9,1,35,0,2,2,50101,177,0,14:33:00
20070112060853,2007,9,1,35,0,2,2,50101,45,0,18:30:00
20070112060855,2007,9,1,30,0,2,2,50101,60,0,11:20:00
20070112060855,2007,9,1,30,0,2,2,50101,60,0,12:38:00
20070112060855,2007,9,1,30,0,2,2,50101,60,0,13:56:00
20070112060855,2007,9,1,30,0,2,2,50101,46,0,15:14:00
20070112060855,2007,9,1,30,0,2,2,50101,60,0,16:18:00
20070112060855,2007,9,1,30,0,2,2,50101,60,0,17:36:00
20070112060855,2007,9,1,30,0,2,2,50101,81,0,18:54:00
20070112060862,2007,11,1,70,5,1,1,50101,510,3,8:00:00
20070112060862,2007,11,1,70,5,1,1,50101,20,0,21:41:00
20070112060863,2007,11,1,60,0,2,2,50101,210,0,8:00:00
20070112060863,2007,11,1,60,0,2,2,50101,360,0,12:30:00
20070112060863,2007,11,1,60,0,2,2,50101,120,0,20:45:00
20070112060872,2007,12,1,105,10,2,1,50101,60,0,18:43:00
20070112060875,2007,12,1,120,0,2,2,50101,255,0,7:45:00
20070112060875,2007,12,1,120,0,2,2,50101,240,0,13:00:00
20070112060885,2007,12,1,70,0,2,2,50101,240,0,7:00:00
20070112060885,2007,12,1,70,0,2,2,50101,220,0,11:50:00
20070112060896,2007,12,1,105,0,2,2,50104,10,0,6:50:00
20070112060896,2007,12,1,105,0,2,2,50101,135,0,7:00:00
20070112060896,2007,12,1,105,0,2,2,50101,120,0,9:30:00
20070112060896,2007,12,1,105,0,2,2,50101,105,0,12:00:00
20070112060896,2007,12,1,105,0,2,2,50101,90,0,14:00:00
20070112060897,2007,12,1,90,0,2,2,50102,180,0,7:50:00
20070112060897,2007,12,1,90,0,2,2,50102,120,0,17:30:00
20070112060898,2007,12,1,30,0,2,2,50101,60,0,20:00:00
20070112060925,2007,12,1,130,0,2,2,50101,160,0,6:50:00
20070112060925,2007,12,1,130,0,2,2,50101,135,0,9:45:00
20070112060925,2007,12,1,130,0,2,2,50101,240,0,13:00:00
20070112060940,2007,12,1,10,5,2,1,50101,365,0,16:55:00
20070112060944,2007,12,1,45,5,2,1,50101,200,0,6:40:00
20070112060944,2007,12,1,45,5,2,1,50101,255,0,10:15:00
20070112060944,2007,12,1,45,5,2,1,50101,80,5,14:40:00
20070112060945,2007,12,1,30,0,2,2,50101,480,0,8:00:00
20070112060950,2007,12,1,15,0,2,2,50101,105,0,9:15:00
20070112060950,2007,12,1,15,0,2,2,50101,120,0,11:05:00
20070112060950,2007,12,1,15,0,2,2,50101,120,0,13:10:00
20070112060950,2007,12,1,15,0,2,2,50101,120,0,15:15:00
20070112060950,2007,12,1,15,0,2,2,50101,100,0,17:20:00
20070112060950,2007,12,1,15,0,2,2,50101,5,0,20:45:00
20070112060950,2007,12,1,15,0,2,2,50101,5,0,21:10:00
20070112060950,2007,12,1,15,0,2,2,50101,5,0,22:30:00
20070112060956,2007,12,1,105,0,2,2,50101,180,0,4:00:00
20070112060956,2007,12,1,105,0,2,2,50101,270,0,7:30:00
20070112060956,2007,12,1,105,0,2,2,50101,300,0,13:00:00
20070112060958,2007,12,1,15,0,2,2,50101,260,0,7:55:00
20070112060958,2007,12,1,15,0,2,2,50101,330,0,12:30:00
20070112060997,2007,13,1,20,5,2,1,50101,400,5,8:20:00
20070112061010,2007,13,1,80,0,2,2,50101,290,0,7:10:00
20070112061010,2007,13,1,80,0,2,2,50101,270,0,12:30:00
20070112061017,2007,13,1,25,0,2,2,50101,270,0,7:55:00
20070112061017,2007,13,1,25,0,2,2,50101,140,0,12:50:00
20070112061019,2007,13,1,0,30,1,1,50102,590,30,11:10:00
20070112061028,2007,13,1,45,30,1,1,50101,540,30,10:00:00
20070112061028,2007,13,1,45,30,1,1,50101,165,0,20:45:00
20070112061037,2007,13,1,55,0,2,2,50101,15,0,8:50:00
20070112061037,2007,13,1,55,0,2,2,50101,160,0,9:20:00
20070112061037,2007,13,1,55,0,2,2,50101,300,0,12:30:00
20070112061064,2007,17,1,85,45,2,1,50101,5,0,6:15:00
20070112061064,2007,17,1,85,45,2,1,50101,60,0,9:40:00
20070112061064,2007,17,1,85,45,2,1,50101,60,10,15:10:00
20070112061064,2007,17,1,85,45,2,1,50101,15,0,17:30:00
20070112061082,2007,17,1,100,0,2,2,50103,4,0,11:50:00
20070112061082,2007,17,1,100,0,2,2,50101,216,0,11:54:00
20070112061082,2007,17,1,100,0,2,2,50101,195,0,16:15:00
20070112061082,2007,17,1,100,0,2,2,50101,165,0,20:00:00
20070112061090,2007,17,1,105,1,1,1,50101,240,0,5:00:00
20070112061090,2007,17,1,105,1,1,1,50101,165,1,9:15:00
20070112061090,2007,17,1,105,1,1,1,50101,195,0,12:45:00
20070112061095,2007,17,1,0,35,2,1,50101,370,15,8:50:00
20070112061096,2007,17,1,50,4,1,1,50101,268,2,12:32:00
20070112061096,2007,17,1,50,4,1,1,50101,120,0,19:00:00
20070112061097,2007,17,1,60,0,2,2,50101,2,0,16:58:00
20070112061097,2007,17,1,60,0,2,2,50101,98,0,17:37:00
20070112061097,2007,17,1,60,0,2,2,50101,150,0,19:30:00
20070112061104,2007,17,1,40,13,2,1,50101,120,0,7:30:00
20070112061104,2007,17,1,40,13,2,1,50101,135,0,9:45:00
20070112061104,2007,17,1,40,13,2,1,50101,210,0,12:30:00
20070112061108,2007,17,1,80,0,2,2,50101,240,0,8:00:00
20070112061108,2007,17,1,80,0,2,2,50101,280,0,12:20:00
20070112061108,2007,17,1,80,0,2,2,50101,60,0,20:15:00
20070112061110,2007,17,1,30,35,1,1,50101,240,30,7:00:00
20070112061110,2007,17,1,30,35,1,1,50101,345,5,12:15:00
20070112061116,2007,17,1,130,0,2,2,50101,115,0,7:35:00
20070112061116,2007,17,1,130,0,2,2,50101,110,0,9:40:00
20070112061116,2007,17,1,130,0,2,2,50101,155,0,12:25:00
20070112061116,2007,17,1,130,0,2,2,50101,140,0,15:10:00
20070112061127,2007,17,1,50,10,1,1,50102,285,10,9:45:00
20070112061146,2007,18,1,30,25,1,1,50101,270,5,8:15:00
20070112061146,2007,18,1,30,25,1,1,50101,210,5,13:15:00
20070112061163,2007,18,1,60,0,2,2,50101,266,0,7:34:00
20070112061163,2007,18,1,60,0,2,2,50101,275,0,12:40:00
20070112061167,2007,18,1,65,60,2,1,50101,10,0,15:05:00
20070112061168,2007,18,1,85,15,1,1,50101,120,0,6:45:00
20070112061168,2007,18,1,85,15,1,1,50101,240,0,11:25:00
20070112061168,2007,18,1,85,15,1,1,50101,90,0,19:05:00
20070112061168,2007,18,1,85,15,1,1,50101,35,0,23:20:00
20070112061177,2007,18,1,120,3,1,1,50101,120,0,16:00:00
20070112061181,2007,19,1,45,10,2,1,50101,405,0,6:15:00
20070112061181,2007,19,1,45,10,2,1,50101,270,0,13:30:00
20070112061181,2007,19,1,45,10,2,1,50101,90,10,22:15:00
20070112061191,2007,19,1,170,0,2,2,50101,238,0,8:17:00
20070112061191,2007,19,1,170,0,2,2,50101,165,0,12:55:00
20070112061197,2007,20,1,90,0,2,2,50101,330,0,6:30:00
20070112061197,2007,20,1,90,0,2,2,50101,330,0,12:30:00
20070112061201,2007,20,1,70,20,1,1,50101,10,0,9:20:00
20070112061201,2007,20,1,70,20,1,1,50101,5,0,17:00:00
20070112061228,2007,21,1,105,5,1,1,50101,210,0,8:30:00
20070112061228,2007,21,1,105,5,1,1,50101,251,0,13:19:00
20070112061229,2007,21,1,30,14,1,1,50101,120,0,12:00:00
20070112061237,2007,22,1,30,0,2,2,50101,255,0,8:45:00
20070112061237,2007,22,1,30,0,2,2,50101,285,0,13:15:00
20070112061237,2007,22,1,30,0,2,2,50101,5,0,23:25:00
20070112061246,2007,22,1,120,180,2,1,50101,60,60,16:00:00
20070112061247,2007,22,1,45,10,2,1,50101,15,0,16:17:00
20070112061249,2007,22,1,80,0,2,2,50101,198,0,6:12:00
20070112061249,2007,22,1,80,0,2,2,50101,120,0,10:00:00
20070112061249,2007,22,1,80,0,2,2,50101,150,0,12:30:00
20070112061260,2007,23,1,90,5,2,1,50101,145,0,12:35:00
20070112061260,2007,23,1,90,5,2,1,50101,120,0,16:00:00
20070112061261,2007,23,1,35,0,2,2,50101,215,0,8:25:00
20070112061261,2007,23,1,35,0,2,2,50101,285,0,13:00:00
20070112061261,2007,23,1,35,0,2,2,50101,30,0,19:17:00
20070112061264,2007,24,1,45,10,1,1,50101,60,0,18:35:00
20070112061271,2007,24,1,65,20,2,1,50101,331,20,9:35:00
20070112061273,2007,24,1,120,30,1,1,50101,105,0,9:30:00
20070112061277,2007,24,1,90,10,1,1,50101,195,3,8:30:00
20070112061277,2007,24,1,90,10,1,1,50101,245,2,12:55:00
20070112061277,2007,24,1,90,10,1,1,50101,30,0,22:40:00
20070112061280,2007,24,1,100,3,2,1,50101,272,3,6:28:00
20070112061280,2007,24,1,100,3,2,1,50101,345,0,11:45:00
20070112061296,2007,25,1,100,15,1,1,50101,119,0,10:31:00
20070112061296,2007,25,1,100,15,1,1,50101,60,0,12:50:00
20070112061297,2007,25,1,20,3,1,1,50101,504,2,7:06:00
20070112061301,2007,25,1,95,2,1,1,50101,60,2,10:00:00
20070112061305,2007,25,1,115,0,2,2,50101,60,0,11:12:00
20070112061305,2007,25,1,115,0,2,2,50101,120,0,13:12:00
20070112061305,2007,25,1,115,0,2,2,50101,123,0,15:27:00
20070112061317,2007,25,1,45,45,1,1,50101,185,0,8:55:00
20070112061317,2007,25,1,45,45,1,1,50101,150,30,12:30:00
20070112061317,2007,25,1,45,45,1,1,50101,110,0,15:10:00
20070112061317,2007,25,1,45,45,1,1,50102,100,0,17:20:00
20070112061324,2007,25,1,80,0,2,2,50101,325,0,6:35:00
20070112061324,2007,25,1,80,0,2,2,50101,190,0,12:20:00
20070112061328,2007,25,1,45,0,2,2,50101,327,0,9:23:00
20070112061330,2007,26,1,90,25,1,1,50101,295,0,6:35:00
20070112061330,2007,26,1,90,25,1,1,50101,300,10,12:30:00
20070112061334,2007,26,1,50,25,1,1,50101,570,25,8:30:00
20070112061335,2007,26,1,30,10,2,1,50101,190,0,15:50:00
20070112061335,2007,26,1,30,10,2,1,50101,30,0,19:15:00
20070112061339,2007,26,1,32,5,1,1,50101,336,0,5:24:00
20070112061341,2007,26,1,20,15,1,1,50101,600,0,5:00:00
20070112061343,2007,26,1,0,11,1,1,50101,290,0,8:10:00
20070112061356,2007,26,1,90,20,1,1,50101,353,0,6:37:00
20070112061359,2007,26,1,75,285,2,1,50101,300,0,7:00:00
20070112061359,2007,26,1,75,285,2,1,50101,285,285,12:45:00
20070112061359,2007,26,1,75,285,2,1,50101,175,0,17:45:00
20070112061359,2007,26,1,75,285,2,1,50101,99,0,21:51:00
20070112061360,2007,26,1,55,0,2,2,50101,45,0,14:42:00
20070112061361,2007,26,1,60,10,1,1,50101,180,0,5:00:00
20070112061361,2007,26,1,60,10,1,1,50101,150,0,8:30:00
20070112061361,2007,26,1,60,10,1,1,50101,105,0,11:45:00
20070112061365,2007,26,1,90,10,1,1,50101,255,0,8:15:00
20070112061365,2007,26,1,90,10,1,1,50101,225,0,13:30:00
20070112061366,2007,26,1,45,15,2,1,50101,90,0,14:15:00
20070112061366,2007,26,1,45,15,2,1,50101,20,0,18:57:00
20070112061376,2007,26,1,45,50,1,1,50101,202,15,8:08:00
20070112061376,2007,26,1,45,50,1,1,50101,240,0,12:15:00
20070112061389,2007,26,1,147,813,1,1,50101,60,60,7:15:00
20070112061389,2007,26,1,147,813,1,1,50101,20,20,8:15:00
20070112061389,2007,26,1,147,813,1,1,50101,475,475,9:35:00
20070112061404,2007,27,1,35,0,2,2,50101,300,0,9:30:00
20070112061404,2007,27,1,35,0,2,2,50101,160,0,14:50:00
20070112061406,2007,27,1,18,10,1,1,50101,528,10,8:12:00
20070112061406,2007,27,1,18,10,1,1,50101,2,0,17:10:00
20070112061424,2007,27,1,15,0,2,2,60101,413,0,7:07:00
20070112061437,2007,28,1,40,0,2,2,50101,240,0,8:00:00
20070112061437,2007,28,1,40,0,2,2,50101,120,0,12:30:00
20070112061439,2007,28,1,30,5,2,1,50102,60,0,6:00:00
20070112061439,2007,28,1,30,5,2,1,50101,240,5,7:00:00
20070112061439,2007,28,1,30,5,2,1,50101,180,0,11:30:00
20070112061439,2007,28,1,30,5,2,1,50102,135,0,14:30:00
20070112061439,2007,28,1,30,5,2,1,60101,195,0,17:45:00
20070112061444,2007,29,1,20,0,2,2,50101,640,0,6:35:00
20070112061444,2007,29,1,20,0,2,2,50102,125,0,17:25:00
20070112061444,2007,29,1,20,0,2,2,50101,30,0,19:55:00
20070112061444,2007,29,1,20,0,2,2,50101,210,0,21:30:00
20070112061481,2007,30,1,35,0,2,1,50101,270,0,8:15:00
20070112061482,2007,30,1,30,25,1,1,60101,118,0,10:02:00
20070112061482,2007,30,1,30,25,1,1,60101,100,0,16:20:00
20070112061483,2007,30,1,30,5,2,1,50101,540,5,5:30:00
20070112061485,2007,30,1,140,0,2,2,50101,444,0,11:51:00
20070112061487,2007,31,1,50,10,1,1,50101,15,0,10:44:00
20070112061492,2007,31,1,65,10,1,1,50101,10,0,7:00:00
20070112061492,2007,31,1,65,10,1,1,50101,135,0,8:15:00
20070112061492,2007,31,1,65,10,1,1,50101,95,0,10:40:00
20070112061492,2007,31,1,65,10,1,1,50101,110,0,13:10:00
20070112061492,2007,31,1,65,10,1,1,50101,125,0,15:10:00
20070112061492,2007,31,1,65,10,1,1,50101,30,0,20:05:00
20070112061508,2007,33,1,85,213,1,1,50101,280,0,6:50:00
20070112061508,2007,33,1,85,213,1,1,50101,240,0,12:00:00
20070112061511,2007,34,1,30,40,1,1,50101,44,0,10:16:00
20070112061511,2007,34,1,30,40,1,1,50101,450,10,11:30:00
20070112061524,2007,34,1,15,30,2,1,50101,150,0,5:00:00
20070112061524,2007,34,1,15,30,2,1,50101,135,0,7:45:00
20070112061526,2007,34,1,35,0,2,2,50101,180,0,7:05:00
20070112061526,2007,34,1,35,0,2,2,50101,170,0,10:10:00
20070112061526,2007,34,1,35,0,2,2,50101,245,0,13:30:00
20070112061547,2007,34,1,60,0,2,2,50101,110,0,20:10:00
20070112061550,2007,34,1,65,25,2,1,50101,300,25,7:15:00
20070112061550,2007,34,1,65,25,2,1,50101,340,0,12:35:00
20070112061557,2007,34,1,60,30,1,1,50101,30,0,11:40:00
20070112061557,2007,34,1,60,30,1,1,50101,60,0,12:40:00
