TUCASEID,t110101
20160605161736,155
20160605161741,75
20160605161747,25
20160605161753,50
20160605161756,40
20160605161762,70
20160605161763,75
20160605161766,25
20160605161771,25
20160605161772,20
20160605161780,68
20160605161792,0
20160605161795,105
20160605161796,75
20160605161799,60
20160605161800,60
20160605161808,30
20160605161809,90
20160605161814,165
20160605161817,110
20160605161819,135
20160605161820,30
20160605161821,125
20160605161822,10
20160605161823,40
20160605161824,90
20160605161831,45
20160605161834,20
20160605161835,60
20160605161838,60
20160605161840,60
20160605161841,30
20160605161842,90
20160605161846,40
20160605161853,0
20160605161855,96
20160605161860,40
20160605161861,150
20160605161864,45
20160605161866,205
20160605161868,240
20160605161874,100
20160605161879,30
20160605161883,35
20160605161890,60
20160605161891,50
20160605161892,60
20160605161903,30
20160605161906,65
20160605161910,60
20160605161917,25
20160605161920,45
20160605161922,60
20160605161927,60
20160605161928,30
20160605161932,90
20160605161934,30
20160605161938,45
20160605161941,30
20160605161942,45
20160605161947,100
20160605161967,35
20160605161968,30
20160605161969,31
20160605161973,0
20160605161975,105
20160605161977,120
20160605161980,135
20160605161981,45
20160605161983,70
20160605161984,55
20160605161985,10
20160605161989,30
20160605161991,55
20160605161996,88
20160605161999,105
20160605162004,65
20160605162005,0
20160605162007,90
20160605162012,30
20160605162013,40
20160605162017,35
20160605162018,20
20160605162020,90
20160605162031,80
20160605162033,90
20160605162036,30
20160605162039,45
20160605162040,30
20160605162043,15
20160605162050,105
20160605162055,170
20160605162058,40
20160605162059,110
20160605162064,120
20160605162065,20
20160605162070,60
20160605162072,60
20160605162073,70
20160605162074,90
20160605162084,60
20160605162086,65
20160605162096,60
20160605162099,120
20160605162103,55
20160605162117,120
20160605162119,85
20160605162127,85
20160605162129,60
20160605162130,39
20160605162133,70
20160605162136,78
20160605162145,45
20160605162150,85
20160605162151,35
20160605162153,55
20160605162157,50
20160605162158,210
20160605162160,35
20160605162162,20
20160605162165,95
20160605162167,45
20160605162169,10
20160605162170,15
20160605162177,240
20160605162183,35
20160605162184,2
20160605162185,80
20160605162190,90
20160605162204,30
20160605162213,150
20160605162219,90
20160605162230,30
20160605162238,80
20160605162239,75
20160605162241,60
20160605162245,170
20160605162250,10
20160605162251,30
20160605162253,130
20160605162258,110
20160605162261,35
20160605162269,75
20160605162270,60
20160605162272,5
20160605162275,135
20160605162277,135
20160605162278,135
20160605162290,30
20160605162294,175
20160605162295,60
20160605162296,10
20160605162298,70
20160605162302,60
20160605162303,60
20160605162306,60
20160605162307,20
20160605162312,75
20160605162321,40
20160605162322,105
20160605162323,10
20160605162330,60
20160605162338,30
20160605162339,30
20160605162351,10
20160605162354,45
20160605162357,20
20160605162359,35
20160605162365,90
20160605162366,25
20160605162368,20
20160605162372,75
20160605162375,135
20160605162377,75
20160605162378,70
20160605162381,30
20160605162389,30
20160605162391,105
20160605162392,45
20160605162397,120
20160605162398,30
20160605162400,180
20160605162403,75
20160605162410,35
20160605162411,45
20160605162416,95
20160605162417,45
20160605162419,75
20160605162421,90
20160605162422,70
20160605162427,35
20160605162431,60
20160605162443,85
20160605162446,15
20160605162447,210
20160605162448,65
20160605162463,60
20160605162465,125
20160605162472,85
20160605162476,80
20160605162479,20
20160605162481,170
20160605162482,30
20160605162486,75
20160605162487,50
20160605162494,180
20160605162495,45
20160605162496,80
20160605162502,165
20160605162512,50
20160605162514,15
20160605162518,50
20160605162521,135
20160605162527,90
20160605162528,300
20160605162529,20
20160605162530,70
20160605162532,95
20160605162536,120
20160605162543,0
20160605162545,135
20160605162548,60
20160606160011,60
20160606160022,60
20160606160026,0
20160606160075,0
20160606160076,70
20160606160084,80
20160606160103,72
20160606160542,30
20160606160577,95
20160606160662,55
20160606160685,0
20160606160708,0
20160606160828,79
20160606160863,105
20160606160882,120
20160606160890,50
20160606160955,30
20160606160997,75
20160606161002,70
20160606161032,95
20160606161072,105
20160606161108,60
20160606161141,15
20160606161195,20
20160606161203,115
20160606161212,95
20160606161320,35
20160606161336,90
20160606161369,60
20160606161426,45
20160606161439,60
20160606161466,60
20160606161485,20
20160606161532,25
20160606161642,30
20160606161655,85
20160606161657,220
20160606161698,80
20160606161716,60
20160606161772,15
20160606161806,15
20160606161820,60
20160606161888,10
20160606161997,30
20160606162043,32
20160606162065,25
20160606162085,100
20160606162101,30
20160606162109,15
20160606162146,30
20160606162164,120
20160606162215,30
20160606162253,60
20160606162283,60
20160606162296,45
20160606162389,70
20160606162418,75
20160606162506,60
20160606162507,110
20160606162509,150
20160704160040,90
20160704161624,0
20160704161909,65
20160704161944,30
20160704161988,105
20160704162078,10
20160704162136,0
20160704162273,50
20160705160012,20
20160705160057,0
20160705160089,55
20160705160100,0
20160705160127,40
20160705160531,28
20160705160540,30
20160705160558,120
20160705160579,160
20160705160581,33
20160705160597,50
20160705160625,105
20160705160646,70
20160705160654,0
20160705160656,60
20160705160659,90
20160705160660,20
20160705160662,70
20160705160696,420
20160705160733,180
20160705160744,180
20160705160753,0
20160705160763,65
20160705160778,110
20160705160795,110
20160705160834,120
20160705160841,20
20160705160853,60
20160705160860,60
20160705160917,90
20160705160959,0
20160705160977,60
20160705161003,50
20160705161096,35
20160705161116,60
20160705161118,272
20160705161123,60
20160705161126,60
20160705161133,105
20160705161135,60
20160705161149,55
20160705161184,60
20160705161195,58
20160705161209,45
20160705161210,10
20160705161269,65
20160705161271,30
20160705161284,120
20160705161298,0
20160705161302,30
20160705161331,65
20160705161369,60
20160705161384,25
20160705161414,65
20160705161485,40
20160705161506,30
20160705161510,30
20160705161527,70
20160705161533,60
20160705161540,105
20160705161554,10
20160705161557,10
20160705161567,150
20160705161576,60
20160705161618,80
20160705161638,0
20160705161647,30
20160705161657,30
20160705161669,50
20160705161689,0
20160705161720,60
20160705161805,10
20160705161850,60
20160705161857,50
20160705161863,45
20160705161875,65
20160705161882,20
20160705161937,65
20160705161946,90
20160705161987,31
20160705162016,120
20160705162021,47
20160705162028,0
20160705162071,30
20160705162091,110
20160705162095,225
20160705162104,120
20160705162154,30
20160705162156,150
20160705162207,95
20160705162217,150
20160705162227,35
20160705162242,0
20160705162297,120
20160705162329,65
20160705162373,30
20160705162374,115
20160705162376,45
20160705162382,60
20160705162386,1
20160705162390,50
20160705162449,10
20160705162455,10
20160705162513,80
20160705162539,155
20160706160006,75
20160706160008,32
20160706160010,75
20160706160013,105
20160706160025,117
20160706160036,132
20160706160037,45
20160706160049,45
20160706160051,105
20160706160052,25
20160706160055,0
20160706160056,60
20160706160062,5
20160706160067,40
20160706160071,30
20160706160072,105
20160706160085,65
20160706160088,35
20160706160089,30
20160706160090,0
20160706160094,45
20160706160105,60
20160706160108,240
20160706160111,15
20160706160122,20
20160706160127,0
20160706160130,100
20160706160132,60
20160706160142,0
20160706160143,0
20160706160144,95
20160706160145,65
20160706160506,70
20160706160508,65
20160706160516,30
20160706160517,45
20160706160519,0
20160706160520,25
20160706160521,135
20160706160538,0
20160706160545,165
20160706160547,115
20160706160552,75
20160706160553,0
20160706160556,115
20160706160560,165
20160706160565,40
20160706160569,60
20160706160571,90
20160706160572,135
20160706160573,40
20160706160574,130
20160706160575,0
20160706160587,10
20160706160588,30
20160706160592,65
20160706160598,0
20160706160601,40
20160706160602,100
20160706160604,55
20160706160605,30
20160706160608,65
20160706160610,75
20160706160613,70
20160706160616,90
20160706160625,120
20160706160626,30
20160706160629,60
20160706160631,0
20160706160632,90
20160706160636,40
20160706160644,30
20160706160648,70
20160706160649,75
20160706160651,15
20160706160660,60
20160706160661,120
20160706160667,45
20160706160668,65
20160706160683,45
20160706160712,60
20160706160715,5
20160706160722,45
20160706160723,185
20160706160732,30
20160706160735,45
20160706160738,60
20160706160740,30
20160706160743,45
20160706160747,0
20160706160748,20
20160706160749,105
20160706160754,75
20160706160755,30
20160706160756,25
20160706160764,45
20160706160768,0
20160706160769,25
20160706160770,45
20160706160777,20
20160706160778,110
20160706160781,15
20160706160785,180
20160706160789,60
20160706160790,0
20160706160791,35
20160706160793,75
20160706160797,60
20160706160799,55
20160706160800,30
20160706160804,170
20160706160808,50
20160706160825,20
20160706160829,70
20160706160830,60
20160706160834,60
20160706160840,3
20160706160845,35
20160706160848,90
20160706160851,110
20160706160853,50
20160706160855,45
20160706160862,75
20160706160864,100
20160706160865,30
20160706160870,30
20160706160874,15
20160706160875,40
20160706160876,120
20160706160892,0
20160706160893,90
20160706160901,100
20160706160906,0
20160706160909,75
20160706160910,30
20160706160911,90
20160706160917,75
20160706160922,90
20160706160923,120
20160706160924,60
20160706160930,60
20160706160931,90
20160706160935,75
20160706160943,60
20160706160945,30
20160706160946,120
20160706160947,100
20160706160953,145
20160706160954,140
20160706160958,120
20160706160960,30
20160706160961,105
20160706160963,0
20160706160965,70
20160706160969,61
20160706160972,95
20160706160974,135
20160706160977,75
20160706160980,30
20160706160989,30
20160706160991,30
20160706160993,55
20160706160994,85
20160706160995,130
20160706161008,70
20160706161009,90
20160706161011,100
20160706161013,55
20160706161014,30
20160706161018,60
20160706161022,40
20160706161026,125
20160706161033,15
20160706161036,50
20160706161037,85
20160706161038,40
20160706161039,100
20160706161044,65
20160706161051,195
20160706161054,80
20160706161056,30
20160706161057,20
20160706161058,55
20160706161059,30
20160706161075,120
20160706161076,45
20160706161078,75
20160706161079,60
20160706161080,40
20160706161089,30
20160706161090,30
20160706161092,50
20160706161102,90
20160706161103,20
20160706161109,30
20160706161115,80
20160706161118,50
20160706161119,30
20160706161121,30
20160706161124,15
20160706161131,60
20160706161133,30
20160706161134,60
20160706161143,80
20160706161144,30
20160706161146,155
20160706161155,135
20160706161157,50
20160706161159,50
20160706161160,95
20160706161164,235
20160706161165,180
20160706161167,60
20160706161171,45
20160706161172,15
20160706161177,45
20160706161179,35
20160706161181,37
20160706161183,240
20160706161185,60
20160706161190,30
20160706161192,85
20160706161193,20
20160706161200,5
20160706161201,105
20160706161202,30
20160706161209,40
20160706161220,25
20160706161222,10
20160706161224,15
20160706161228,45
20160706161233,30
20160706161235,87
20160706161237,15
20160706161244,95
20160706161256,70
20160706161266,120
20160706161267,60
20160706161276,35
20160706161279,35
20160706161280,120
20160706161282,90
20160706161283,65
20160706161285,90
20160706161288,45
20160706161289,30
20160706161290,80
20160706161292,30
20160706161293,130
20160706161294,102
20160706161317,40
20160706161318,225
20160706161321,30
20160706161325,45
20160706161330,135
20160706161331,140
20160706161337,5
20160706161342,15
20160706161345,80
20160706161347,85
20160706161349,40
20160706161350,105
20160706161351,60
20160706161353,95
20160706161362,90
20160706161363,30
20160706161366,30
20160706161370,65
20160706161376,0
20160706161377,35
20160706161379,60
20160706161389,90
20160706161393,95
20160706161394,75
20160706161395,20
20160706161396,45
20160706161400,90
20160706161406,60
20160706161409,120
20160706161413,45
20160706161414,10
20160706161417,30
20160706161419,30
20160706161422,75
20160706161427,90
20160706161428,90
20160706161431,70
20160706161434,15
20160706161438,155
20160706161443,0
20160706161446,105
20160706161449,60
20160706161452,90
20160706161455,30
20160706161457,30
20160706161461,75
20160706161468,30
20160706161473,75
20160706161474,60
20160706161481,10
20160706161486,65
20160706161488,255
20160706161489,180
20160706161496,70
20160706161498,20
20160706161501,125
20160706161523,10
20160706161524,80
20160706161525,135
20160706161528,55
20160706161533,55
20160706161535,20
20160706161537,75
20160706161541,90
20160706161545,60
20160706161547,85
20160706161551,90
20160706161554,80
20160706161555,50
20160706161558,50
20160706161559,0
20160706161561,170
20160706161562,20
20160706161563,35
20160706161565,30
20160706161569,240
20160706161570,50
20160706161575,30
20160706161583,115
20160706161586,20
20160706161588,40
20160706161592,65
20160706161593,15
20160706161594,135
20160706161595,65
20160706161597,10
20160706161598,70
20160706161599,30
20160706161621,45
20160706161630,25
20160706161631,60
20160706161634,55
20160706161635,45
20160706161639,65
20160706161640,69
20160706161643,30
20160706161645,55
20160706161648,150
20160706161653,40
20160706161656,45
20160706161659,190
20160706161661,60
20160706161671,30
20160706161680,60
20160706161681,90
20160706161682,0
20160706161683,65
20160706161687,60
20160706161691,60
20160706161701,30
20160706161709,75
20160706161723,25
20160706161725,15
20160706161726,210
20160706161730,48
20160706161742,90
20160706161743,75
20160706161745,45
20160706161755,85
20160706161756,80
20160706161760,0
20160706161763,60
20160706161765,30
20160706161767,15
20160706161769,120
20160706161785,60
20160706161786,30
20160706161787,60
20160706161793,90
20160706161794,150
20160706161798,210
20160706161800,45
20160706161802,30
20160706161805,45
20160706161809,75
20160706161811,95
20160706161812,105
20160706161818,30
20160706161825,22
20160706161827,175
20160706161829,0
20160706161831,20
20160706161833,0
20160706161839,30
20160706161840,30
20160706161841,75
20160706161844,45
20160706161847,25
20160706161849,90
20160706161853,125
20160706161855,0
20160706161856,50
20160706161858,45
20160706161859,50
20160706161870,40
20160706161871,35
20160706161901,50
20160706161905,120
20160706161908,50
20160706161911,75
20160706161916,50
20160706161917,35
20160706161921,85
20160706161922,40
20160706161924,60
20160706161940,115
20160706161941,135
20160706161942,48
20160706161945,60
20160706161946,130
20160706161949,140
20160706161953,30
20160706161954,80
20160706161958,30
20160706161959,100
20160706161961,45
20160706161972,130
20160706161980,75
20160706161982,30
20160706161984,60
20160706161992,75
20160706161993,15
20160706161996,75
20160706161999,30
20160706162003,90
20160706162007,195
20160706162009,90
20160706162012,60
20160706162014,45
20160706162020,55
20160706162023,105
20160706162028,115
20160706162029,120
20160706162030,105
20160706162032,90
20160706162035,37
20160706162038,85
20160706162042,15
20160706162044,40
20160706162045,75
20160706162047,120
20160706162050,85
20160706162052,60
20160706162055,80
20160706162056,30
20160706162058,30
20160706162061,50
20160706162066,30
20160706162073,48
20160706162076,95
20160706162077,15
20160706162083,240
20160706162089,30
20160706162091,75
20160706162092,105
20160706162095,50
20160706162097,60
20160706162103,45
20160706162104,20
20160706162110,30
20160706162111,120
20160706162113,50
20160706162118,60
20160706162120,75
20160706162122,80
20160706162134,50
20160706162141,75
20160706162150,60
20160706162153,35
20160706162155,90
20160706162160,12
20160706162165,80
20160706162171,40
20160706162180,25
20160706162182,150
20160706162183,30
20160706162188,0
20160706162189,45
20160706162190,125
20160706162193,10
20160706162194,85
20160706162196,75
20160706162201,189
20160706162203,35
20160706162207,30
20160706162210,20
20160706162211,45
20160706162218,30
20160706162222,50
20160706162228,25
20160706162233,40
20160706162236,120
20160706162239,20
20160706162241,90
20160706162245,120
20160706162246,70
20160706162247,165
20160706162248,87
20160706162250,75
20160706162252,30
20160706162260,30
20160706162262,25
20160706162264,65
20160706162268,120
20160706162270,0
20160706162274,7
20160706162276,210
20160706162280,22
20160706162285,0
20160706162286,30
20160706162288,140
20160706162292,30
20160706162297,90
20160706162300,30
20160706162302,45
20160706162303,30
20160706162305,165
20160706162307,95
20160706162308,65
20160706162315,35
20160706162318,0
20160706162319,70
20160706162320,60
20160706162323,60
20160706162324,95
20160706162325,55
20160706162328,60
20160706162330,85
20160706162332,120
20160706162333,150
20160706162336,0
20160706162338,30
20160706162345,70
20160706162346,20
20160706162352,30
20160706162362,75
20160706162368,25
20160706162375,70
20160706162379,60
20160706162380,60
20160706162381,25
20160706162382,65
20160706162385,65
20160706162390,105
20160706162392,150
20160706162398,15
20160706162402,30
20160706162404,105
20160706162406,30
20160706162414,90
20160706162419,65
20160706162420,50
20160706162422,105
20160706162423,35
20160706162425,110
20160706162427,100
20160706162428,60
20160706162429,55
20160706162434,15
20160706162442,40
20160706162448,5
20160706162452,90
20160706162459,90
20160706162462,30
20160706162465,30
20160706162467,15
20160706162469,15
20160706162470,172
20160706162471,75
20160706162475,30
20160706162478,75
20160706162481,30
20160706162486,130
20160706162492,20
20160706162496,0
20160706162502,45
20160706162508,95
20160706162521,150
20160706162523,125
20160706162529,170
20160706162531,60
20160706162537,2
20160707160013,25
20160707160027,68
20160707160039,60
20160707160050,32
20160707160054,5
20160707160069,120
20160707160125,40
20160707160507,70
20160707160519,65
20160707160521,120
20160707160532,25
20160707160549,60
20160707160565,30
20160707160572,60
20160707160574,18
20160707160600,105
20160707160607,40
20160707160611,165
20160707160633,175
20160707160662,100
20160707160675,195
20160707160685,30
20160707160706,135
20160707160708,60
20160707160714,130
20160707160732,35
20160707160744,45
20160707160752,15
20160707160769,0
20160707160788,45
20160707160793,15
20160707160812,180
20160707160829,100
20160707160838,120
20160707160862,80
20160707160865,30
20160707160889,35
20160707160895,90
20160707160923,36
20160707160924,20
20160707160930,45
20160707160931,180
20160707160951,155
20160707160957,30
20160707160986,65
20160707160991,65
20160707161000,80
20160707161006,65
20160707161020,45
20160707161025,30
20160707161033,30
20160707161036,45
20160707161088,30
20160707161091,30
20160707161097,60
20160707161105,285
20160707161123,60
20160707161143,40
20160707161161,30
20160707161163,105
20160707161166,20
20160707161180,30
20160707161198,40
20160707161199,90
20160707161213,160
20160707161216,60
20160707161230,15
20160707161234,40
20160707161258,75
20160707161274,3
20160707161298,30
20160707161329,15
20160707161357,75
20160707161364,75
20160707161377,80
20160707161384,155
20160707161388,85
20160707161405,100
20160707161431,60
20160707161436,60
20160707161438,120
20160707161439,120
20160707161450,180
20160707161464,60
20160707161465,25
20160707161476,45
20160707161480,180
20160707161507,90
20160707161513,75
20160707161521,30
20160707161539,105
20160707161540,30
20160707161553,30
20160707161557,20
20160707161566,195
20160707161570,5
20160707161573,30
20160707161580,25
20160707161612,45
20160707161619,10
20160707161674,50
20160707161675,30
20160707161690,70
20160707161722,50
20160707161726,150
20160707161767,120
20160707161774,55
20160707161777,75
20160707161794,120
20160707161795,60
20160707161814,60
20160707161818,25
20160707161831,45
20160707161848,60
20160707161862,40
20160707161876,60
20160707161889,15
20160707161893,75
20160707161905,90
20160707161907,30
20160707161917,120
20160707161955,150
20160707161961,135
20160707162025,15
20160707162041,50
20160707162042,180
20160707162044,60
20160707162048,70
20160707162053,60
20160707162070,45
20160707162117,40
20160707162136,50
20160707162142,100
20160707162179,180
20160707162181,72
20160707162202,165
20160707162238,30
20160707162268,20
20160707162270,45
20160707162275,80
20160707162289,80
20160707162312,30
20160707162315,70
20160707162345,30
20160707162350,35
20160707162366,60
20160707162369,120
20160707162415,90
20160707162416,90
20160707162437,20
20160707162439,20
20160707162441,90
20160707162448,0
20160707162459,105
20160707162493,0
20160707162512,100
20160707162518,30
20160707162522,87
20160707162528,50
20160805160992,0
20160805161109,60
20160805162324,20
20160806160081,30
20160806160135,120
20160806160500,20
20160806160510,5
20160806160526,30
20160806160533,35
20160806160534,15
20160806160559,35
20160806160614,60
20160806160623,50
20160806160628,60
20160806160634,120
20160806160669,80
20160806160689,30
20160806160711,90
20160806160721,30
20160806160725,0
20160806160727,145
20160806160739,10
20160806160741,30
20160806160763,120
20160806160775,60
20160806160782,20
20160806160803,15
20160806160816,120
20160806160832,90
20160806160846,120
20160806160868,35
20160806160869,60
20160806160897,50
20160806160940,30
20160806160981,83
20160806161001,50
20160806161065,15
20160806161074,120
20160806161085,65
20160806161091,75
20160806161098,160
20160806161106,140
20160806161107,135
20160806161152,60
20160806161161,60
20160806161178,60
20160806161180,75
20160806161241,11
20160806161250,30
20160806161257,60
20160806161307,30
20160806161309,190
20160806161310,150
20160806161329,25
20160806161373,15
20160806161387,30
20160806161405,30
20160806161432,60
20160806161444,50
20160806161467,15
20160806161469,90
20160806161472,60
20160806161507,120
20160806161514,0
20160806161548,70
20160806161557,30
20160806161573,70
20160806161574,55
20160806161578,60
20160806161580,15
20160806161606,295
20160806161608,10
20160806161623,0
20160806161636,80
20160806161646,110
20160806161650,90
20160806161658,60
20160806161660,60
20160806161672,120
20160806161677,0
20160806161679,10
20160806161685,30
20160806161689,40
20160806161697,55
20160806161700,15
20160806161705,0
20160806161710,121
20160806161718,50
20160806161747,35
20160806161773,110
20160806161795,90
20160806161813,80
20160806161817,150
20160806161826,55
20160806161832,0
20160806161872,35
20160806161877,166
20160806161883,20
20160806161886,20
20160806161887,70
20160806161889,0
20160806161912,0
20160806161913,10
20160806161935,155
20160806161936,40
20160806161944,120
20160806161962,80
20160806161963,15
20160806161976,20
20160806162006,0
20160806162025,50
20160806162040,70
20160806162049,30
20160806162054,70
20160806162096,80
20160806162105,15
20160806162107,55
20160806162125,80
20160806162144,25
20160806162145,90
20160806162152,80
20160806162163,0
20160806162191,75
20160806162195,40
20160806162205,80
20160806162212,30
20160806162231,50
20160806162234,10
20160806162235,2
20160806162256,75
20160806162258,75
20160806162265,30
20160806162299,10
20160806162309,179
20160806162355,15
20160806162369,60
20160806162384,60
20160806162407,50
20160806162408,0
20160806162421,42
20160806162424,65
20160806162436,50
20160806162438,15
20160806162446,35
20160806162464,60
20160806162500,35
20160806162510,0
20160806162527,20
20160806162536,105
20160807160002,10
20160807160004,60
20160807160017,120
20160807160022,15
20160807160044,60
20160807160046,60
20160807160056,210
20160807160059,60
20160807160063,50
20160807160077,360
20160807160080,20
20160807160082,90
20160807160088,50
20160807160089,10
20160807160090,50
20160807160095,80
20160807160096,45
20160807160098,105
20160807160099,5
20160807160124,55
20160807160132,45
20160807160134,20
20160807160140,90
20160807160141,120
20160807160501,20
20160807160504,30
20160807160506,80
20160807160512,15
20160807160513,35
20160807160514,80
20160807160518,40
20160807160526,55
20160807160529,105
20160807160531,167
20160807160535,20
20160807160541,150
20160807160542,225
20160807160543,70
20160807160555,0
20160807160558,90
20160807160559,60
20160807160563,90
20160807160570,31
20160807160571,40
20160807160575,0
20160807160577,57
20160807160585,80
20160807160587,50
20160807160588,25
20160807160590,35
20160807160598,180
20160807160599,50
20160807160605,180
20160807160608,120
20160807160614,105
20160807160615,60
20160807160619,120
20160807160621,40
20160807160622,10
20160807160625,90
20160807160632,45
20160807160634,90
20160807160636,60
20160807160637,45
20160807160641,0
20160807160643,50
20160807160650,60
20160807160653,70
20160807160655,90
20160807160657,60
20160807160658,60
20160807160659,150
20160807160663,60
20160807160667,50
20160807160669,60
20160807160673,100
20160807160674,90
20160807160687,152
20160807160688,60
20160807160693,0
20160807160696,0
20160807160698,50
20160807160701,80
20160807160704,55
20160807160707,40
20160807160710,120
20160807160715,30
20160807160716,40
20160807160719,90
20160807160720,7
20160807160721,40
20160807160723,60
20160807160724,120
20160807160729,105
20160807160736,20
20160807160737,135
20160807160739,5
20160807160741,15
20160807160742,30
20160807160743,90
20160807160745,150
20160807160746,180
20160807160753,40
20160807160757,13
20160807160758,150
20160807160759,90
20160807160764,45
20160807160766,45
20160807160777,60
20160807160778,15
20160807160782,45
20160807160787,40
20160807160794,60
20160807160800,105
20160807160807,15
20160807160809,30
20160807160814,15
20160807160821,90
20160807160823,75
20160807160826,20
20160807160828,30
20160807160835,60
20160807160844,70
20160807160849,90
20160807160855,30
20160807160858,85
20160807160860,20
20160807160863,60
20160807160866,140
20160807160869,60
20160807160872,90
20160807160876,10
20160807160881,30
20160807160882,70
20160807160885,60
20160807160893,55
20160807160896,15
20160807160898,60
20160807160902,45
20160807160905,83
20160807160906,70
20160807160907,40
20160807160909,140
20160807160911,75
20160807160915,30
20160807160921,105
20160807160926,40
20160807160927,50
20160807160928,30
20160807160932,30
20160807160937,45
20160807160939,90
20160807160944,43
20160807160947,40
20160807160948,60
20160807160949,2
20160807160953,45
20160807160959,0
20160807160961,115
20160807160963,30
20160807160965,150
20160807160967,35
20160807160970,28
20160807160974,0
20160807160976,60
20160807160987,0
20160807160988,90
20160807160994,30
20160807160996,45
20160807161002,50
20160807161004,90
20160807161007,70
20160807161010,0
20160807161012,120
20160807161014,80
20160807161016,20
20160807161017,75
20160807161019,40
20160807161022,75
20160807161024,80
20160807161027,75
20160807161028,30
20160807161031,0
20160807161039,60
20160807161045,20
20160807161053,80
20160807161054,20
20160807161060,15
20160807161062,30
20160807161063,60
20160807161065,40
20160807161068,10
20160807161071,195
20160807161073,10
20160807161076,175
20160807161080,65
20160807161099,165
20160807161101,60
20160807161102,35
20160807161106,60
20160807161107,60
20160807161108,70
20160807161116,15
20160807161117,60
20160807161119,45
20160807161120,120
20160807161121,76
20160807161131,90
20160807161132,130
20160807161134,50
20160807161140,90
20160807161142,30
20160807161144,30
20160807161147,0
20160807161154,210
20160807161159,30
20160807161164,60
20160807161174,0
20160807161176,30
20160807161177,40
20160807161178,110
20160807161184,10
20160807161189,50
20160807161194,1
20160807161197,50
20160807161203,85
20160807161204,30
20160807161218,120
20160807161224,25
20160807161226,125
20160807161231,45
20160807161232,50
20160807161233,90
20160807161235,30
20160807161236,32
20160807161238,40
20160807161239,45
20160807161242,25
20160807161244,60
20160807161251,105
20160807161255,90
20160807161256,200
20160807161261,70
20160807161262,60
20160807161266,30
20160807161269,55
20160807161270,20
20160807161279,80
20160807161282,60
20160807161296,90
20160807161301,10
20160807161308,40
20160807161309,40
20160807161314,30
20160807161319,80
20160807161320,80
20160807161324,50
20160807161325,60
20160807161330,30
20160807161338,60
20160807161340,60
20160807161344,120
20160807161346,30
20160807161350,60
20160807161351,95
20160807161355,85
20160807161359,15
20160807161360,10
20160807161365,30
20160807161367,45
20160807161369,75
20160807161370,40
20160807161373,90
20160807161375,90
20160807161376,35
20160807161383,80
20160807161399,60
20160807161400,75
20160807161402,20
20160807161406,141
20160807161412,90
20160807161414,22
20160807161415,65
20160807161419,75
20160807161422,80
20160807161424,90
20160807161426,45
20160807161429,210
20160807161435,105
20160807161445,80
20160807161451,15
20160807161452,90
20160807161453,45
20160807161454,165
20160807161455,90
20160807161456,150
20160807161457,70
20160807161458,80
20160807161459,150
20160807161462,90
20160807161467,90
20160807161481,95
20160807161482,90
20160807161483,45
20160807161485,410
20160807161486,75
20160807161487,100
20160807161490,110
20160807161496,75
20160807161502,65
20160807161509,100
20160807161512,90
20160807161515,15
20160807161527,30
20160807161529,0
20160807161533,120
20160807161536,55
20160807161541,50
20160807161547,15
20160807161548,30
20160807161549,115
20160807161551,15
20160807161559,105
20160807161560,60
20160807161561,90
20160807161563,60
20160807161564,60
20160807161567,90
20160807161571,105
20160807161579,50
20160807161586,90
20160807161589,30
20160807161590,75
20160807161596,50
20160807161601,105
20160807161602,105
20160807161606,15
20160807161607,25
20160807161611,65
20160807161615,30
20160807161617,0
20160807161618,60
20160807161624,150
20160807161631,90
20160807161633,85
20160807161637,65
20160807161643,20
20160807161644,20
20160807161645,50
20160807161647,120
20160807161648,50
20160807161654,60
20160807161655,30
20160807161661,50
20160807161670,30
20160807161677,60
20160807161678,0
20160807161679,60
20160807161682,35
20160807161684,90
20160807161687,30
20160807161691,50
20160807161692,60
20160807161697,60
20160807161698,15
20160807161700,60
20160807161702,65
20160807161711,120
20160807161715,40
20160807161717,105
20160807161718,65
20160807161720,90
20160807161721,20
20160807161723,35
20160807161724,50
20160807161730,30
20160807161732,70
20160807161737,60
20160807161740,45
20160807161741,60
20160807161743,15
20160807161745,0
20160807161754,85
20160807161760,70
20160807161763,90
20160807161770,50
20160807161783,80
20160807161785,40
20160807161786,95
20160807161788,30
20160807161789,40
20160807161790,65
20160807161793,90
20160807161796,20
20160807161799,60
20160807161800,49
20160807161806,45
20160807161808,195
20160807161809,25
20160807161813,30
20160807161819,30
20160807161823,105
20160807161825,30
20160807161826,105
20160807161833,150
20160807161834,105
20160807161835,80
20160807161836,15
20160807161837,0
20160807161843,30
20160807161847,60
20160807161859,80
20160807161860,30
20160807161863,20
20160807161877,10
20160807161884,80
20160807161888,30
20160807161899,65
20160807161901,30
20160807161903,90
20160807161906,75
20160807161908,100
20160807161909,25
20160807161913,60
20160807161914,60
20160807161916,30
20160807161925,10
20160807161926,60
20160807161927,60
20160807161928,60
20160807161936,65
20160807161938,30
20160807161941,80
20160807161942,115
20160807161943,95
20160807161946,15
20160807161947,30
20160807161948,0
20160807161949,65
20160807161952,65
20160807161953,30
20160807161965,35
20160807161967,80
20160807161970,120
20160807161971,65
20160807161972,15
20160807161980,30
20160807161982,55
20160807161985,95
20160807161987,25
20160807161991,90
20160807162001,100
20160807162003,105
