TUCASEID,t110101
20160302162065,30
20160302162068,60
20160302162079,8
20160302162080,40
20160302162084,15
20160302162087,35
20160302162091,30
20160302162092,120
20160302162094,40
20160302162102,30
20160302162108,122
20160302162110,66
20160302162114,115
20160302162115,20
20160302162116,45
20160302162124,30
20160302162127,120
20160302162132,150
20160302162133,45
20160302162136,15
20160302162137,105
20160302162141,60
20160302162142,150
20160302162143,60
20160302162145,60
20160302162148,30
20160302162151,52
20160302162153,115
20160302162157,90
20160302162158,30
20160302162162,60
20160302162163,5
20160302162165,15
20160302162167,70
20160302162169,105
20160302162171,80
20160302162172,140
20160302162173,25
20160302162179,240
20160302162186,20
20160302162188,15
20160302162190,90
20160302162191,30
20160302162199,65
20160302162200,50
20160302162207,14
20160302162209,30
20160302162211,195
20160302162212,45
20160302162213,50
20160302162215,15
20160302162222,120
20160302162223,75
20160302162228,135
20160302162229,25
20160302162231,65
20160302162232,40
20160302162237,40
20160302162240,90
20160302162243,90
20160302162248,45
20160302162250,45
20160302162253,30
20160302162255,15
20160302162258,70
20160302162259,70
20160302162274,90
20160302162282,20
20160302162290,50
20160302162298,90
20160302162301,30
20160302162302,90
20160302162304,40
20160302162305,50
20160302162306,125
20160302162310,85
20160302162316,75
20160302162322,60
20160302162337,25
20160302162339,70
20160302162343,30
20160302162344,25
20160302162346,50
20160302162348,40
20160302162354,75
20160302162355,195
20160302162358,15
20160302162363,50
20160302162366,110
20160302162369,60
20160302162375,30
20160302162383,70
20160302162384,30
20160302162385,60
20160302162388,85
20160302162390,135
20160302162391,30
20160302162392,85
20160302162393,60
20160302162399,45
20160302162402,70
20160302162412,90
20160302162414,20
20160302162418,60
20160302162423,90
20160302162432,40
20160302162434,180
20160302162440,35
20160302162441,40
20160302162443,60
20160302162448,40
20160302162449,75
20160302162459,60
20160302162468,0
20160302162473,105
20160302162475,80
20160302162483,50
20160302162486,135
20160302162487,75
20160302162491,60
20160302162493,10
20160302162494,65
20160302162498,45
20160302162501,30
20160302162502,30
20160302162506,100
20160303160008,70
20160303160055,50
20160303160077,60
20160303160089,12
20160303160120,25
20160303160540,110
20160303160555,70
20160303160613,35
20160303160655,105
20160303160686,25
20160303160687,80
20160303160756,75
20160303160767,30
20160303160825,60
20160303160831,165
20160303160856,0
20160303160857,45
20160303160878,65
20160303160882,130
20160303160883,60
20160303160888,90
20160303160902,75
20160303161014,0
20160303161018,75
20160303161057,30
20160303161067,135
20160303161079,60
20160303161098,100
20160303161099,25
20160303161140,70
20160303161154,0
20160303161170,30
20160303161203,70
20160303161211,60
20160303161223,180
20160303161238,290
20160303161252,134
20160303161325,45
20160303161392,181
20160303161394,40
20160303161432,120
20160303161444,60
20160303161448,45
20160303161511,60
20160303161608,100
20160303161674,55
20160303161691,35
20160303161694,15
20160303161720,60
20160303161753,5
20160303161824,65
20160303161825,60
20160303161898,150
20160303161922,75
20160303161951,55
20160303161954,90
20160303161970,240
20160303161974,110
20160303162007,30
20160303162019,60
20160303162032,30
20160303162074,240
20160303162085,180
20160303162102,75
20160303162108,65
20160303162110,15
20160303162216,140
20160303162222,75
20160303162277,70
20160303162289,30
20160303162335,30
20160303162339,0
20160303162381,60
20160303162383,55
20160303162442,60
20160303162452,60
20160303162493,35
20160312150694,110
20160312151426,45
20160312151435,100
20160312151438,72
20160312151519,75
20160312151615,90
20160312151831,30
20160312151915,70
20160312151957,45
20160312152076,120
20160312152240,40
20160401161479,60
20160401161610,180
20160401161936,30
20160401162071,60
20160401162132,90
20160401162231,30
20160401162399,50
20160401162455,240
20160401162457,20
20160402160020,159
20160402160039,40
20160402160063,30
20160402160092,30
20160402160109,70
20160402160121,225
20160402160134,75
20160402160136,120
20160402160139,90
20160402160144,25
20160402160151,60
20160402160556,80
20160402160585,35
20160402160587,15
20160402160628,60
20160402160754,0
20160402160772,30
20160402160778,150
20160402160782,0
20160402160787,105
20160402160801,120
20160402160887,85
20160402160891,60
20160402160892,120
20160402160963,45
20160402160974,110
20160402161002,105
20160402161003,50
20160402161043,30
20160402161068,45
20160402161083,60
20160402161098,105
20160402161102,30
20160402161125,30
20160402161142,120
20160402161152,120
20160402161178,105
20160402161179,150
20160402161191,40
20160402161204,63
20160402161218,75
20160402161229,30
20160402161253,15
20160402161257,55
20160402161262,75
20160402161291,0
20160402161317,30
20160402161320,20
20160402161328,90
20160402161332,90
20160402161333,70
20160402161365,69
20160402161375,50
20160402161402,45
20160402161404,30
20160402161410,90
20160402161411,60
20160402161432,60
20160402161479,10
20160402161482,20
20160402161514,10
20160402161525,30
20160402161561,90
20160402161583,68
20160402161612,50
20160402161641,135
20160402161650,0
20160402161658,45
20160402161669,7
20160402161684,20
20160402161694,325
20160402161697,20
20160402161710,60
20160402161716,30
20160402161739,65
20160402161752,30
20160402161764,0
20160402161766,15
20160402161798,35
20160402161817,50
20160402161827,60
20160402161893,30
20160402161912,180
20160402161923,15
20160402161929,90
20160402161931,60
20160402161935,60
20160402161938,70
20160402161941,40
20160402161957,135
20160402161971,75
20160402161975,60
20160402161986,45
20160402161994,15
20160402162022,135
20160402162042,120
20160402162043,120
20160402162061,120
20160402162070,60
20160402162082,10
20160402162111,15
20160402162144,55
20160402162174,75
20160402162192,25
20160402162225,30
20160402162238,90
20160402162242,40
20160402162319,0
20160402162326,60
20160402162336,40
20160402162352,30
20160402162376,70
20160402162381,30
20160402162386,100
20160402162397,75
20160402162416,30
20160402162435,15
20160402162436,90
20160402162444,90
20160402162445,135
20160402162452,0
20160402162453,105
20160402162462,90
20160402162480,30
20160402162488,120
20160402162507,5
20160402162509,90
20160403160004,40
20160403160006,70
20160403160011,80
20160403160035,160
20160403160065,75
20160403160069,150
20160403160071,90
20160403160076,150
20160403160078,60
20160403160084,5
20160403160092,20
20160403160095,0
20160403160097,60
20160403160098,175
20160403160099,45
20160403160100,50
20160403160108,35
20160403160109,50
20160403160111,55
20160403160114,60
20160403160116,5
20160403160119,50
20160403160126,95
20160403160129,200
20160403160137,81
20160403160139,0
20160403160143,20
20160403160145,160
20160403160153,125
20160403160502,60
20160403160503,65
20160403160504,15
20160403160505,10
20160403160506,30
20160403160508,110
20160403160512,40
20160403160513,45
20160403160514,95
20160403160518,1
20160403160520,45
20160403160521,45
20160403160522,325
20160403160523,95
20160403160525,55
20160403160526,50
20160403160529,10
20160403160531,40
20160403160532,30
20160403160541,20
20160403160545,90
20160403160548,45
20160403160551,45
20160403160556,90
20160403160557,105
20160403160562,80
20160403160565,50
20160403160572,20
20160403160576,145
20160403160577,30
20160403160580,125
20160403160586,70
20160403160588,0
20160403160593,40
20160403160595,50
20160403160598,5
20160403160599,40
20160403160600,60
20160403160601,20
20160403160604,100
20160403160605,75
20160403160610,65
20160403160611,95
20160403160614,15
20160403160618,30
20160403160621,40
20160403160622,100
20160403160623,60
20160403160624,240
20160403160630,58
20160403160633,94
20160403160635,55
20160403160637,30
20160403160644,70
20160403160645,30
20160403160646,80
20160403160647,10
20160403160649,30
20160403160654,120
20160403160659,20
20160403160661,0
20160403160666,240
20160403160667,75
20160403160668,125
20160403160669,50
20160403160670,90
20160403160678,20
20160403160681,0
20160403160695,75
20160403160699,45
20160403160705,60
20160403160707,40
20160403160708,60
20160403160709,60
20160403160711,45
20160403160714,15
20160403160715,45
20160403160719,30
20160403160722,185
20160403160725,20
20160403160727,120
20160403160728,70
20160403160729,90
20160403160730,10
20160403160732,20
20160403160736,15
20160403160739,60
20160403160741,75
20160403160743,70
20160403160746,90
20160403160749,75
20160403160750,90
20160403160752,50
20160403160754,15
20160403160757,15
20160403160762,20
20160403160764,60
20160403160769,30
20160403160774,30
20160403160776,35
20160403160781,150
20160403160782,90
20160403160785,136
20160403160786,0
20160403160787,45
20160403160788,20
20160403160789,115
20160403160790,90
20160403160791,75
20160403160793,60
20160403160794,140
20160403160799,120
20160403160802,105
20160403160803,30
20160403160805,80
20160403160809,45
20160403160811,30
20160403160815,65
20160403160820,30
20160403160822,13
20160403160828,120
20160403160830,20
20160403160834,120
20160403160840,205
20160403160841,60
20160403160842,60
20160403160850,80
20160403160854,0
20160403160855,45
20160403160865,15
20160403160866,75
20160403160874,45
20160403160875,145
20160403160876,90
20160403160879,60
20160403160880,70
20160403160886,0
20160403160887,80
20160403160893,20
20160403160897,110
20160403160899,45
20160403160900,135
20160403160906,120
20160403160908,120
20160403160910,60
20160403160912,70
20160403160918,90
20160403160919,193
20160403160921,80
20160403160922,30
20160403160927,30
20160403160928,30
20160403160931,165
20160403160934,70
20160403160935,30
20160403160940,95
20160403160947,50
20160403160949,90
20160403160954,85
20160403160955,30
20160403160956,3
20160403160968,60
20160403160971,60
20160403160976,23
20160403160979,60
20160403160980,150
20160403160985,75
20160403160991,50
20160403160998,20
20160403161001,66
20160403161003,150
20160403161004,150
20160403161006,15
20160403161007,160
20160403161013,73
20160403161015,30
20160403161021,0
20160403161022,90
20160403161027,30
20160403161028,20
20160403161032,25
20160403161033,100
20160403161040,0
20160403161044,75
20160403161047,345
20160403161048,40
20160403161050,70
20160403161051,210
20160403161052,95
20160403161058,80
20160403161059,183
20160403161060,60
20160403161061,110
20160403161062,90
20160403161063,20
20160403161069,30
20160403161075,30
20160403161084,70
20160403161089,15
20160403161095,90
20160403161101,40
20160403161102,45
20160403161106,30
20160403161109,165
20160403161115,115
20160403161118,90
20160403161119,20
20160403161122,105
20160403161123,35
20160403161132,60
20160403161135,30
20160403161136,105
20160403161137,270
20160403161138,15
20160403161139,50
20160403161141,60
20160403161146,90
20160403161150,100
20160403161155,20
20160403161156,0
20160403161157,45
20160403161159,30
20160403161165,60
20160403161171,90
20160403161178,120
20160403161179,60
20160403161181,80
20160403161188,20
20160403161190,45
20160403161191,235
20160403161192,30
20160403161193,30
20160403161197,65
20160403161201,50
20160403161206,15
20160403161210,30
20160403161212,40
20160403161213,60
20160403161215,35
20160403161219,30
20160403161222,100
20160403161224,40
20160403161227,120
20160403161228,160
20160403161230,20
20160403161233,65
20160403161236,50
20160403161246,60
20160403161249,120
20160403161253,15
20160403161256,65
20160403161258,60
20160403161259,70
20160403161261,120
20160403161265,150
20160403161266,45
20160403161267,75
20160403161268,30
20160403161269,20
20160403161277,25
20160403161286,105
20160403161287,150
20160403161288,60
20160403161289,55
20160403161294,45
20160403161296,225
20160403161298,30
20160403161299,15
20160403161300,70
20160403161301,30
20160403161302,120
20160403161305,25
20160403161315,160
20160403161320,60
20160403161322,15
20160403161326,15
20160403161331,60
20160403161332,60
20160403161340,25
20160403161341,205
20160403161342,45
20160403161343,35
20160403161344,60
20160403161345,30
20160403161346,30
20160403161347,165
20160403161351,55
20160403161358,30
20160403161364,45
20160403161366,115
20160403161376,20
20160403161377,53
20160403161381,35
20160403161382,20
20160403161384,75
20160403161391,30
20160403161400,25
20160403161401,105
20160403161402,15
20160403161403,130
20160403161409,70
20160403161410,60
20160403161412,90
20160403161415,120
20160403161419,70
20160403161421,140
20160403161422,110
20160403161435,60
20160403161437,90
20160403161442,30
20160403161443,20
20160403161450,15
20160403161451,80
20160403161456,60
20160403161461,110
20160403161462,95
20160403161464,45
20160403161473,90
20160403161475,10
20160403161477,60
20160403161478,75
20160403161480,125
20160403161481,30
20160403161487,95
20160403161489,40
20160403161492,30
20160403161493,45
20160403161494,100
20160403161502,11
20160403161504,100
20160403161508,50
20160403161512,0
20160403161522,75
20160403161530,50
20160403161531,154
20160403161534,105
20160403161535,60
20160403161538,15
20160403161539,105
20160403161544,75
20160403161547,150
20160403161548,30
20160403161549,0
20160403161555,105
20160403161558,120
20160403161564,30
20160403161567,60
20160403161569,90
20160403161577,58
20160403161578,165
20160403161579,45
20160403161580,90
20160403161583,30
20160403161585,75
20160403161586,75
20160403161588,55
20160403161591,60
20160403161592,45
20160403161594,20
20160403161595,40
20160403161599,45
20160403161604,60
20160403161606,85
20160403161611,50
20160403161614,95
20160403161617,70
20160403161641,110
20160403161644,75
20160403161645,105
20160403161648,0
20160403161649,60
20160403161650,100
20160403161651,75
20160403161656,60
20160403161658,90
20160403161659,120
20160403161663,70
20160403161667,90
20160403161670,100
20160403161675,32
20160403161677,10
20160403161678,60
20160403161680,180
20160403161685,70
20160403161687,150
20160403161690,20
20160403161699,30
20160403161703,20
20160403161704,75
20160403161705,30
20160403161707,10
20160403161710,120
20160403161711,0
20160403161713,90
20160403161714,0
20160403161722,120
20160403161723,105
20160403161724,120
20160403161725,30
20160403161726,30
20160403161730,30
20160403161733,180
20160403161734,40
20160403161736,60
20160403161739,110
20160403161744,139
20160403161745,30
20160403161751,60
20160403161754,30
20160403161759,10
20160403161763,165
20160403161766,100
20160403161767,45
20160403161772,90
20160403161774,75
20160403161779,105
20160403161780,50
20160403161783,60
20160403161791,50
20160403161796,60
20160403161797,0
20160403161802,15
20160403161805,35
20160403161806,0
20160403161808,45
20160403161809,60
20160403161810,45
20160403161813,60
20160403161815,45
20160403161817,45
20160403161818,20
20160403161819,10
20160403161820,65
20160403161827,55
20160403161834,120
20160403161836,20
20160403161841,60
20160403161845,95
20160403161847,20
20160403161850,40
20160403161852,190
20160403161854,10
20160403161855,0
20160403161859,0
20160403161863,60
20160403161867,45
20160403161871,40
20160403161874,90
20160403161876,100
20160403161879,50
20160403161881,90
20160403161885,5
20160403161886,60
20160403161887,35
20160403161891,25
20160403161892,80
20160403161893,75
20160403161896,135
20160403161897,70
20160403161899,60
20160403161900,60
20160403161902,75
20160403161904,60
20160403161908,50
20160403161910,40
20160403161912,60
20160403161913,90
20160403161915,120
20160403161917,10
20160403161919,1
20160403161921,70
20160403161926,60
20160403161934,50
20160403161935,90
20160403161939,60
20160403161940,200
20160403161942,88
20160403161943,30
20160403161944,90
20160403161945,120
20160403161956,60
20160403161957,175
20160403161960,0
20160403161961,75
20160403161968,10
20160403161969,34
20160403161976,60
20160403161977,13
20160403161981,90
20160403161982,165
20160403161984,75
20160403161988,60
20160403161989,155
20160403161994,80
20160403161995,35
20160403161999,20
20160403162008,20
20160403162014,90
20160403162015,40
20160403162021,15
20160403162023,120
20160403162025,60
20160403162029,45
20160403162031,45
20160403162037,85
20160403162040,90
20160403162043,15
20160403162053,40
20160403162054,155
20160403162058,60
20160403162059,130
20160403162061,75
20160403162065,165
20160403162068,90
20160403162072,160
20160403162076,100
20160403162079,223
20160403162088,150
20160403162091,60
20160403162100,90
20160403162107,90
20160403162109,51
20160403162112,15
20160403162113,34
20160403162117,72
20160403162118,60
20160403162121,65
20160403162124,90
20160403162125,80
20160403162127,15
20160403162133,70
20160403162143,150
20160403162153,0
20160403162154,75
20160403162161,90
20160403162168,65
20160403162170,0
20160403162172,45
20160403162177,20
20160403162178,20
20160403162179,15
20160403162180,80
20160403162183,90
20160403162185,75
20160403162190,111
20160403162194,50
20160403162195,27
20160403162197,40
20160403162199,15
20160403162203,180
20160403162207,10
20160403162209,90
20160403162210,55
20160403162212,35
20160403162214,85
20160403162218,135
20160403162220,35
20160403162221,120
20160403162226,90
20160403162230,120
20160403162233,50
20160403162234,20
20160403162237,90
20160403162238,135
20160403162240,65
20160403162241,35
20160403162246,90
20160403162253,105
20160403162254,150
20160403162257,15
20160403162259,15
20160403162262,45
20160403162264,30
20160403162266,35
20160403162268,90
20160403162275,90
20160403162284,30
20160403162291,30
20160403162299,15
20160403162301,60
20160403162304,125
20160403162308,45
20160403162315,17
20160403162319,50
20160403162324,105
20160403162331,75
20160403162332,65
20160403162333,120
20160403162334,30
20160403162336,10
20160403162338,50
20160403162340,20
20160403162341,60
20160403162342,0
20160403162344,0
20160403162345,30
20160403162353,60
20160403162355,65
20160403162356,175
20160403162358,55
20160403162359,75
20160403162367,45
20160403162368,15
20160403162369,40
20160403162375,10
20160403162376,65
20160403162378,0
20160403162379,165
20160403162384,20
20160403162385,45
20160403162386,50
20160403162389,80
20160403162391,195
20160403162393,30
20160403162394,30
20160403162395,90
20160403162396,60
20160403162397,65
20160403162398,70
20160403162400,60
20160403162401,21
20160403162403,0
20160403162407,150
20160403162408,60
20160403162414,30
20160403162415,75
20160403162416,60
20160403162420,80
20160403162421,240
20160403162425,30
20160403162432,19
20160403162437,75
20160403162439,60
20160403162446,60
20160403162450,60
20160403162456,45
20160403162457,90
20160403162463,20
20160403162466,30
20160403162469,40
20160403162474,75
20160403162475,10
20160403162484,70
20160403162490,100
20160403162491,90
20160403162495,40
20160403162496,45
20160403162502,30
20160403162507,100
20160403162509,35
20160403162510,35
20160403162518,120
20160403162527,20
20160403162534,30
20160403162537,0
20160404160008,45
20160404160009,45
20160404160025,150
20160404160045,67
20160404160051,30
20160404160073,30
20160404160083,90
20160404160102,150
20160404160109,35
20160404160120,60
20160404160145,122
20160404160519,75
20160404160537,60
20160404160553,48
20160404160558,155
20160404160571,120
20160404160575,120
20160404160606,45
20160404160612,110
20160404160637,0
20160404160648,15
20160404160664,60
20160404160666,0
20160404160681,30
20160404160707,5
20160404160710,30
20160404160711,105
20160404160712,135
20160404160731,95
20160404160743,60
20160404160753,90
20160404160774,150
20160404160790,0
20160404160798,85
20160404160804,100
20160404160806,110
20160404160867,150
20160404160881,60
20160404160884,15
20160404160886,0
20160404160889,30
20160404160897,30
20160404160912,30
20160404160916,80
20160404160943,75
20160404160948,75
20160404160959,22
20160404160976,120
20160404160991,60
20160404160996,140
20160404161025,30
20160404161030,40
20160404161035,85
20160404161043,0
20160404161056,50
20160404161077,30
20160404161085,60
20160404161092,75
20160404161106,10
20160404161109,75
20160404161110,25
20160404161130,90
20160404161164,20
20160404161184,42
20160404161197,100
20160404161202,30
20160404161216,75
20160404161294,30
20160404161295,105
20160404161313,45
20160404161332,180
20160404161334,150
20160404161349,90
20160404161355,20
20160404161398,50
20160404161423,60
20160404161426,75
20160404161428,210
20160404161457,20
20160404161467,115
20160404161482,30
20160404161485,30
20160404161512,45
20160404161518,30
20160404161520,20
20160404161529,120
20160404161545,30
20160404161579,50
20160404161614,45
20160404161615,150
20160404161629,30
20160404161641,30
20160404161642,60
20160404161658,60
20160404161677,20
20160404161684,60
20160404161696,0
20160404161704,0
20160404161744,30
20160404161752,120
20160404161805,34
20160404161822,130
20160404161833,25
20160404161843,220
20160404161849,70
20160404161863,15
20160404161864,40
20160404161879,30
20160404161889,60
20160404161890,72
20160404161891,10
20160404161894,55
20160404161915,135
20160404161949,40
20160404161982,75
20160404161995,35
20160404162000,40
20160404162014,15
20160404162037,70
20160404162044,320
20160404162070,165
20160404162080,10
20160404162085,45
20160404162095,35
20160404162160,28
20160404162173,31
20160404162194,90
20160404162201,60
20160404162211,10
20160404162221,20
20160404162233,50
20160404162248,30
20160404162262,30
20160404162277,25
20160404162281,54
20160404162292,60
20160404162312,110
20160404162351,0
20160404162358,30
20160404162361,50
20160404162388,0
20160404162395,10
20160404162398,90
20160404162403,35
20160404162447,120
20160404162456,65
20160502160809,45
20160502161042,75
20160502161067,85
20160503160020,15
20160503160135,20
20160503160509,355
20160503160547,85
20160503160552,60
20160503160569,90
20160503160582,150
20160503160591,45
20160503160594,40
20160503160602,90
20160503160606,130
20160503160629,35
20160503160657,75
20160503160700,45
20160503160702,13
20160503160724,35
20160503160742,20
20160503160744,195
20160503160775,60
20160503160783,30
20160503160847,60
20160503160864,10
20160503160881,40
20160503160890,90
20160503160924,40
20160503160933,30
20160503160936,35
20160503160938,40
20160503160941,50
20160503160972,40
20160503160995,30
20160503161020,40
20160503161045,60
20160503161046,35
20160503161092,180
20160503161094,25
20160503161105,75
20160503161149,30
20160503161158,270
20160503161161,15
20160503161214,30
20160503161216,60
20160503161235,125
20160503161239,60
20160503161244,15
20160503161251,100
20160503161310,20
20160503161312,45
20160503161339,15
20160503161349,30
20160503161353,210
20160503161356,45
20160503161361,187
20160503161386,60
20160503161407,20
20160503161411,10
20160503161416,135
20160503161417,55
20160503161423,155
20160503161424,60
20160503161426,45
20160503161431,60
20160503161439,0
20160503161449,55
20160503161482,115
20160503161527,30
20160503161529,75
20160503161566,20
20160503161568,30
20160503161574,70
20160503161576,105
20160503161587,152
20160503161612,60
20160503161689,45
20160503161715,173
20160503161718,175
20160503161729,96
20160503161762,70
20160503161781,70
20160503161790,17
20160503161826,10
20160503161842,130
20160503161843,45
20160503161873,25
20160503161884,45
20160503161918,60
20160503161947,75
20160503161953,0
20160503161958,10
20160503161975,70
20160503162010,80
20160503162027,20
20160503162035,70
20160503162094,60
20160503162097,60
20160503162098,90
20160503162104,40
20160503162119,25
20160503162123,120
20160503162128,50
20160503162131,40
20160503162137,30
20160503162142,30
20160503162152,30
20160503162176,30
20160503162184,30
20160503162191,45
20160503162223,15
20160503162227,65
20160503162243,45
20160503162249,79
20160503162250,40
20160503162260,100
20160503162314,75
20160503162347,85
20160503162348,60
20160503162374,20
20160503162387,70
20160503162412,55
20160503162447,0
20160503162454,130
20160503162459,0
20160503162471,75
20160503162473,110
20160503162497,160
20160503162506,10
20160503162508,10
20160503162511,70
20160503162514,51
20160503162530,60
20160504160015,90
20160504160021,60
20160504160026,0
20160504160029,60
20160504160031,35
20160504160038,15
20160504160053,30
20160504160065,90
20160504160067,10
20160504160071,20
20160504160072,10
20160504160088,100
20160504160092,120
20160504160093,90
20160504160094,60
20160504160095,145
20160504160100,25
20160504160107,45
20160504160111,90
20160504160121,0
20160504160125,30
20160504160129,15
20160504160131,90
20160504160138,90
20160504160142,20
20160504160506,30
20160504160515,55
20160504160520,70
20160504160521,70
20160504160522,35
20160504160526,85
20160504160529,180
20160504160539,30
20160504160542,60
20160504160545,115
20160504160550,75
20160504160555,60
20160504160556,75
20160504160560,45
20160504160564,90
20160504160566,10
20160504160568,90
20160504160569,50
20160504160584,35
20160504160586,45
20160504160590,45
20160504160593,240
20160504160600,0
20160504160602,85
20160504160610,100
20160504160617,70
20160504160619,65
20160504160624,60
20160504160629,65
20160504160630,60
20160504160631,40
20160504160635,75
20160504160636,45
20160504160645,30
20160504160646,75
20160504160647,60
20160504160650,30
20160504160652,40
20160504160661,65
20160504160665,70
20160504160667,20
20160504160672,45
20160504160673,120
20160504160678,45
20160504160680,20
20160504160682,0
20160504160686,65
20160504160691,24
20160504160692,140
20160504160695,55
20160504160698,110
20160504160699,80
20160504160709,30
20160504160716,195
20160504160721,50
20160504160725,30
20160504160726,20
20160504160728,55
20160504160737,40
20160504160741,95
20160504160742,60
20160504160746,10
20160504160750,200
20160504160758,30
20160504160760,210
20160504160761,45
20160504160767,30
20160504160768,20
20160504160772,40
20160504160773,70
20160504160777,135
20160504160781,105
20160504160783,75
20160504160784,70
20160504160785,0
20160504160786,45
20160504160787,80
20160504160788,30
20160504160791,60
20160504160792,75
20160504160797,125
20160504160800,60
20160504160803,75
20160504160810,60
20160504160811,70
20160504160827,30
20160504160828,65
20160504160836,193
20160504160837,65
20160504160838,20
20160504160840,30
20160504160841,105
20160504160849,20
20160504160851,105
20160504160857,90
20160504160860,70
20160504160861,60
20160504160871,60
20160504160872,106
20160504160873,90
20160504160874,120
20160504160879,45
20160504160883,0
20160504160893,65
20160504160899,75
20160504160902,90
20160504160904,30
20160504160906,135
20160504160907,60
20160504160913,105
20160504160914,0
20160504160919,120
20160504160920,65
20160504160921,95
20160504160928,50
20160504160930,10
20160504160933,75
20160504160934,50
20160504160937,85
20160504160938,20
20160504160946,150
20160504160947,50
20160504160954,90
20160504160958,45
20160504160962,110
20160504160982,60
20160504160987,30
20160504160994,70
20160504160995,285
20160504161002,130
20160504161003,90
20160504161009,110
20160504161011,60
20160504161020,30
20160504161027,135
20160504161032,75
20160504161036,20
20160504161038,40
20160504161040,60
20160504161041,120
20160504161042,60
20160504161048,58
20160504161049,50
20160504161051,120
20160504161054,30
20160504161057,30
20160504161059,68
20160504161061,105
20160504161062,100
20160504161063,90
20160504161065,30
20160504161068,210
20160504161070,65
20160504161072,45
20160504161080,85
20160504161083,30
20160504161097,15
20160504161102,60
20160504161107,175
20160504161124,50
20160504161126,45
20160504161128,45
20160504161133,75
20160504161134,30
20160504161138,30
20160504161139,120
20160504161143,90
20160504161144,90
20160504161145,88
20160504161146,120
20160504161153,65
20160504161159,50
20160504161162,160
20160504161166,60
20160504161167,150
20160504161171,120
20160504161175,55
20160504161179,20
20160504161183,30
20160504161185,90
20160504161187,60
20160504161195,90
20160504161199,15
20160504161214,15
20160504161217,30
20160504161218,105
20160504161221,160
20160504161222,100
20160504161224,20
20160504161226,0
20160504161227,60
20160504161230,5
20160504161238,20
20160504161244,70
20160504161247,60
20160504161249,0
20160504161252,15
20160504161254,28
20160504161256,60
20160504161257,15
20160504161260,41
20160504161261,135
20160504161268,80
20160504161270,325
20160504161271,35
20160504161274,90
20160504161276,30
20160504161279,80
20160504161280,0
20160504161282,30
20160504161283,60
20160504161285,5
20160504161288,15
20160504161289,45
20160504161290,40
20160504161292,40
20160504161297,60
20160504161298,105
20160504161300,0
20160504161302,0
20160504161307,70
20160504161308,70
20160504161309,45
20160504161312,105
20160504161318,20
20160504161323,30
20160504161324,60
20160504161335,45
20160504161336,53
20160504161339,60
20160504161342,122
20160504161345,80
20160504161347,60
20160504161348,60
20160504161350,170
20160504161351,135
20160504161352,60
20160504161353,15
20160504161368,65
20160504161370,0
20160504161374,80
20160504161383,45
20160504161384,75
20160504161386,45
20160504161389,60
20160504161396,50
20160504161399,0
20160504161403,70
20160504161405,75
20160504161407,35
20160504161408,10
20160504161410,45
20160504161414,95
20160504161416,75
20160504161418,95
20160504161420,105
20160504161429,135
20160504161431,60
20160504161432,15
20160504161433,95
20160504161435,15
20160504161439,65
20160504161443,90
20160504161444,30
20160504161445,15
20160504161447,35
20160504161451,25
20160504161452,0
20160504161454,90
20160504161455,0
20160504161459,135
20160504161464,60
20160504161465,0
20160504161468,80
20160504161470,75
20160504161475,100
20160504161495,115
20160504161496,67
20160504161497,50
20160504161501,90
20160504161505,40
20160504161516,5
20160504161517,60
20160504161519,120
20160504161522,30
20160504161523,90
20160504161526,35
20160504161530,135
20160504161533,80
20160504161537,60
20160504161538,35
20160504161539,80
20160504161541,45
20160504161542,0
20160504161552,150
20160504161555,70
20160504161557,150
20160504161562,47
20160504161564,30
20160504161565,0
20160504161568,180
20160504161571,90
20160504161574,85
20160504161575,60
20160504161583,0
20160504161584,30
20160504161585,60
20160504161587,25
20160504161588,0
20160504161592,45
20160504161595,50
20160504161599,75
20160504161600,55
20160504161603,19
20160504161605,70
20160504161606,75
20160504161607,90
20160504161609,45
20160504161611,30
20160504161612,5
20160504161619,140
20160504161622,420
20160504161627,80
20160504161630,60
20160504161631,215
20160504161637,50
20160504161646,110
20160504161651,45
20160504161653,20
20160504161656,80
20160504161663,60
20160504161666,20
20160504161670,40
20160504161671,50
20160504161675,30
20160504161679,120
20160504161681,100
20160504161685,45
20160504161693,84
20160504161697,25
20160504161701,60
20160504161710,0
20160504161711,30
20160504161712,60
20160504161715,100
20160504161720,30
20160504161721,187
20160504161724,75
20160504161725,0
20160504161734,70
20160504161737,90
20160504161742,30
20160504161743,30
20160504161746,50
20160504161751,55
20160504161754,65
20160504161769,60
20160504161771,210
20160504161774,15
20160504161777,30
20160504161784,95
20160504161787,171
20160504161792,45
20160504161793,30
20160504161794,190
20160504161796,85
20160504161798,200
20160504161799,110
20160504161800,90
20160504161806,75
20160504161807,30
20160504161812,60
20160504161814,0
20160504161820,80
20160504161840,45
20160504161841,60
20160504161842,45
20160504161844,65
20160504161847,60
20160504161859,50
20160504161860,120
20160504161862,35
20160504161868,5
20160504161869,75
20160504161878,60
20160504161881,50
20160504161886,35
20160504161896,20
20160504161897,120
20160504161899,60
20160504161901,35
20160504161902,15
20160504161904,90
20160504161912,120
20160504161913,20
20160504161914,90
20160504161916,105
20160504161918,45
20160504161919,20
20160504161920,50
20160504161921,30
20160504161924,30
20160504161926,45
20160504161931,45
20160504161932,45
20160504161936,60
20160504161946,45
20160504161948,150
20160504161951,25
20160504161953,75
