CASEID,YEAR,STATEFIP,PED,SED_EAT,ANYSECEAT,ACTIVITY,DURATION,START
20070503071270,2007,22,60,0,2,50101,210,14:00:00
20070503071308,2007,25,50,10,1,50101,210,8:30:00
20070503071308,2007,25,50,10,1,50101,285,12:30:00
20070503071327,2007,25,10,45,1,50101,150,7:30:00
20070503071327,2007,25,10,45,1,50101,120,10:15:00
20070503071327,2007,25,10,45,1,50101,120,12:35:00
20070503071327,2007,25,10,45,1,50101,120,15:00:00
20070503071327,2007,25,10,45,1,50101,90,17:30:00
20070503071327,2007,25,10,45,1,50101,30,19:10:00
20070503071348,2007,26,75,15,1,50101,270,9:30:00
20070503071348,2007,26,75,15,1,50101,210,14:30:00
20070503071364,2007,26,60,0,2,50101,180,7:00:00
20070503071364,2007,26,60,0,2,50101,97,10:23:00
20070503071381,2007,26,30,5,1,50101,260,6:40:00
20070503071381,2007,26,30,5,1,50101,210,11:30:00
20070503071397,2007,26,61,10,1,50101,2,7:45:00
20070503071397,2007,26,61,10,1,50101,115,13:05:00
20070503071397,2007,26,61,10,1,50102,252,15:58:00
20070503071426,2007,27,120,15,1,50101,390,7:00:00
20070503071426,2007,27,120,15,1,50102,210,14:30:00
20070503071442,2007,28,60,0,2,50101,180,4:00:00
20070503071442,2007,28,60,0,2,50101,270,7:30:00
20070503071442,2007,28,60,0,2,50101,95,2:25:00
20070503071461,2007,28,50,5,1,50101,180,10:06:00
20070503071468,2007,29,80,10,1,50101,340,10:50:00
20070503071468,2007,29,80,10,1,50101,150,17:00:00
20070503071468,2007,29,80,10,1,50101,75,19:45:00
20070503071524,2007,33,0,65,1,50101,60,6:00:00
20070503071524,2007,33,0,65,1,50101,240,8:00:00
20070503071526,2007,33,50,23,1,60101,175,7:35:00
20070503071526,2007,33,50,23,1,60101,220,10:50:00
20070503071550,2007,34,35,11,1,50101,30,22:00:00
20070503071573,2007,34,70,0,2,50101,15,8:00:00
20070503071573,2007,34,70,0,2,50101,58,10:32:00
20070503071573,2007,34,70,0,2,50101,120,12:45:00
20070503071573,2007,34,70,0,2,50101,60,16:03:00
20070503071617,2007,36,0,15,1,50101,240,8:37:00
20070503071668,2007,36,225,0,2,50101,210,9:30:00
20070503071668,2007,36,225,0,2,50101,300,13:30:00
20070503071669,2007,36,80,30,1,50101,375,6:45:00
20070503071669,2007,36,80,30,1,50101,180,13:30:00
20070503071697,2007,36,30,5,1,50101,5,9:50:00
20070503071748,2007,37,45,15,1,60101,215,7:55:00
20070503071748,2007,37,45,15,1,60101,190,12:00:00
20070503071768,2007,37,80,5,1,50101,179,12:31:00
20070503071768,2007,37,80,5,1,50101,145,15:35:00
20070503071812,2007,39,10,20,1,50101,240,7:00:00
20070503071812,2007,39,10,20,1,50101,140,11:10:00
20070503071812,2007,39,10,20,1,50101,140,13:40:00
20070503071818,2007,39,90,15,1,60101,335,11:10:00
20070503071837,2007,39,40,15,1,50101,155,9:25:00
20070503071837,2007,39,40,15,1,50101,170,12:10:00
20070503071837,2007,39,40,15,1,50101,140,15:10:00
20070503071926,2007,42,105,15,1,50101,90,18:24:00
20070503071931,2007,42,90,0,2,50101,235,8:05:00
20070503071931,2007,42,90,0,2,50101,230,13:10:00
20070503072000,2007,45,20,30,1,50101,404,9:46:00
20070503072024,2007,47,25,9996,96,60101,430,8:20:00
20070503072062,2007,48,60,0,2,60101,190,8:50:00
20070503072062,2007,48,60,0,2,60101,200,12:45:00
20070503072085,2007,48,75,10,1,50101,245,7:55:00
20070503072085,2007,48,75,10,1,50101,240,13:00:00
20070503072226,2007,49,0,20,1,50101,30,6:10:00
20070503072226,2007,49,0,20,1,50101,75,12:00:00
20070503072281,2007,51,80,60,1,50101,222,8:03:00
20070503072281,2007,51,80,60,1,50101,225,12:30:00
20070503072281,2007,51,80,60,1,50101,45,19:35:00
20070503072281,2007,51,80,60,1,50102,105,21:00:00
20070503072335,2007,54,50,0,2,50101,120,7:42:00
20070503072335,2007,54,50,0,2,50101,120,17:06:00
20070503072337,2007,54,80,3,1,50101,180,6:55:00
20070503072337,2007,54,80,3,1,50101,145,10:05:00
20070503072337,2007,54,80,3,1,50101,110,13:00:00
20070503072337,2007,54,80,3,1,50101,260,14:55:00
20070503072341,2007,54,75,4,1,50101,240,7:30:00
20070503072341,2007,54,75,4,1,50101,180,12:30:00
20070503072341,2007,54,75,4,1,50101,45,15:32:00
20070503072368,2007,55,45,8,1,50101,210,7:30:00
20070503072368,2007,55,45,8,1,50203,345,11:15:00
20070503072372,2007,56,105,0,2,50101,360,6:00:00
20070503072372,2007,56,105,0,2,50101,315,12:45:00
20070503072394,2007,9,30,30,1,60101,397,7:53:00
20070503072394,2007,9,30,30,1,50101,285,14:45:00
20070503072394,2007,9,30,30,1,50101,120,20:00:00
20070503072436,2007,21,25,0,2,50101,120,9:27:00
20070503072436,2007,21,25,0,2,50101,360,12:02:00
20070503072436,2007,21,25,0,2,50101,133,18:17:00
20070504070014,2007,6,10,0,2,50101,60,11:25:00
20070504070084,2007,36,90,0,2,50101,310,15:50:00
20070504070084,2007,36,90,0,2,50101,180,21:30:00
20070504070100,2007,41,20,0,2,50101,240,4:00:00
20070504070100,2007,41,20,0,2,50101,125,19:55:00
20070504070113,2007,48,25,6,1,50101,368,5:22:00
20070504070113,2007,48,25,6,1,50101,175,12:05:00
20070504070135,2007,55,15,45,1,50101,180,6:30:00
20070504070135,2007,55,15,45,1,50101,135,9:45:00
20070504070135,2007,55,15,45,1,50101,190,12:20:00
20070504070518,2007,1,95,2,1,50101,212,7:58:00
20070504070518,2007,1,95,2,1,50101,310,12:35:00
20070504070531,2007,1,75,5,1,50101,450,6:45:00
20070504070535,2007,1,50,13,1,60101,215,7:45:00
20070504070535,2007,1,50,13,1,60101,173,12:00:00
20070504070536,2007,1,20,75,1,50101,240,9:45:00
20070504070536,2007,1,20,75,1,50101,120,14:00:00
20070504070536,2007,1,20,75,1,50101,90,16:30:00
20070504070568,2007,4,10,15,1,50101,20,12:00:00
20070504070568,2007,4,10,15,1,50101,12,12:20:00
20070504070568,2007,4,10,15,1,50101,30,13:52:00
20070504070568,2007,4,10,15,1,50101,20,14:22:00
20070504070568,2007,4,10,15,1,50101,25,14:42:00
20070504070576,2007,4,45,15,1,50101,255,6:45:00
20070504070576,2007,4,45,15,1,50101,225,11:15:00
20070504070579,2007,4,120,0,2,50101,450,4:15:00
20070504070579,2007,4,120,0,2,50101,275,12:55:00
20070504070580,2007,4,75,5,1,50101,359,8:01:00
20070504070591,2007,5,25,10,1,50101,360,8:05:00
20070504070591,2007,5,25,10,1,50101,154,14:26:00
20070504070598,2007,5,40,0,2,50101,238,10:02:00
20070504070598,2007,5,40,0,2,50101,180,15:00:00
20070504070598,2007,5,40,0,2,50101,135,18:15:00
20070504070602,2007,5,60,15,1,50101,180,11:00:00
20070504070602,2007,5,60,15,1,50101,165,14:15:00
20070504070607,2007,5,120,40,1,60102,90,15:40:00
20070504070622,2007,6,90,15,1,50101,420,5:00:00
20070504070622,2007,6,90,15,1,50101,150,12:30:00
20070504070623,2007,6,30,5,1,50101,260,5:40:00
20070504070623,2007,6,30,5,1,50101,400,10:20:00
20070504070623,2007,6,30,5,1,50101,30,19:57:00
20070504070626,2007,6,45,5,1,50101,110,5:40:00
20070504070626,2007,6,45,5,1,50101,258,7:42:00
20070504070626,2007,6,45,5,1,50101,281,12:34:00
20070504070626,2007,6,45,5,1,50101,60,17:47:00
20070504070626,2007,6,45,5,1,50102,15,19:27:00
20070504070632,2007,6,75,0,2,50101,195,6:45:00
20070504070632,2007,6,75,0,2,50101,220,10:20:00
20070504070632,2007,6,75,0,2,50101,270,14:30:00
20070504070633,2007,6,60,0,2,50101,5,17:30:00
20070504070636,2007,6,65,0,2,50101,120,6:35:00
20070504070636,2007,6,65,0,2,50101,190,8:50:00
20070504070636,2007,6,65,0,2,50101,180,12:30:00
20070504070639,2007,6,57,0,2,60101,233,8:00:00
20070504070639,2007,6,57,0,2,60101,175,12:20:00
20070504070639,2007,6,57,0,2,50101,60,15:42:00
20070504070639,2007,6,57,0,2,50101,30,16:42:00
20070504070648,2007,6,45,0,2,50101,145,8:35:00
20070504070648,2007,6,45,0,2,50101,135,11:15:00
20070504070648,2007,6,45,0,2,50101,150,14:00:00
20070504070648,2007,6,45,0,2,50101,75,16:45:00
20070504070651,2007,6,50,0,2,50101,30,7:02:00
20070504070651,2007,6,50,0,2,50101,61,8:59:00
20070504070651,2007,6,50,0,2,50101,150,10:10:00
20070504070651,2007,6,50,0,2,50101,60,13:10:00
20070504070651,2007,6,50,0,2,50101,145,14:20:00
20070504070651,2007,6,50,0,2,50101,10,21:05:00
20070504070652,2007,6,60,20,1,50101,210,18:00:00
20070504070652,2007,6,60,20,1,50101,240,22:00:00
20070504070662,2007,6,100,8,1,60101,230,8:00:00
20070504070662,2007,6,100,8,1,60101,100,12:35:00
20070504070668,2007,6,85,15,1,50101,395,7:25:00
20070504070668,2007,6,85,15,1,50101,240,15:00:00
20070504070669,2007,6,130,20,1,50101,268,8:32:00
20070504070669,2007,6,130,20,1,50101,390,14:00:00
20070504070670,2007,6,90,0,2,50101,320,7:55:00
20070504070670,2007,6,90,0,2,50101,75,14:15:00
20070504070685,2007,6,135,0,2,50101,70,6:50:00
20070504070685,2007,6,135,0,2,50101,225,8:15:00
20070504070685,2007,6,135,0,2,50101,30,12:30:00
20070504070685,2007,6,135,0,2,50101,45,13:15:00
20070504070692,2007,6,60,0,2,50101,155,7:25:00
20070504070692,2007,6,60,0,2,50101,170,10:10:00
20070504070692,2007,6,60,0,2,50101,120,14:00:00
20070504070692,2007,6,60,0,2,50101,50,16:10:00
20070504070692,2007,6,60,0,2,50101,60,17:20:00
20070504070697,2007,6,110,20,1,50101,180,8:00:00
20070504070708,2007,6,155,0,2,50101,280,6:50:00
20070504070708,2007,6,155,0,2,50101,195,12:15:00
20070504070708,2007,6,155,0,2,50101,145,15:50:00
20070504070717,2007,6,90,0,2,50101,225,8:45:00
20070504070717,2007,6,90,0,2,50101,360,13:00:00
20070504070717,2007,6,90,0,2,50101,120,21:15:00
20070504070718,2007,6,85,0,2,50101,135,7:30:00
20070504070718,2007,6,85,0,2,50101,120,10:00:00
20070504070718,2007,6,85,0,2,50101,90,12:30:00
20070504070718,2007,6,85,0,2,50101,105,14:15:00
20070504070726,2007,6,45,5,1,50101,30,6:31:00
20070504070726,2007,6,45,5,1,50101,455,9:10:00
20070504070726,2007,6,45,5,1,50101,30,17:00:00
20070504070726,2007,6,45,5,1,50101,30,20:30:00
20070504070726,2007,6,45,5,1,50101,5,21:00:00
20070504070726,2007,6,45,5,1,50101,5,21:05:00
20070504070726,2007,6,45,5,1,50101,15,23:15:00
20070504070727,2007,6,125,5,1,50101,455,8:55:00
20070504070727,2007,6,125,5,1,50101,294,16:36:00
20070504070735,2007,6,150,0,2,50101,10,17:20:00
20070504070761,2007,6,90,10,1,50101,180,14:01:00
20070504070761,2007,6,90,10,1,50101,30,17:21:00
20070504070761,2007,6,90,10,1,50101,20,17:53:00
20070504070761,2007,6,90,10,1,50101,60,0:25:00
20070504070767,2007,6,90,0,2,50101,120,8:30:00
20070504070767,2007,6,90,0,2,50101,170,10:40:00
20070504070767,2007,6,90,0,2,50101,120,14:00:00
20070504070767,2007,6,90,0,2,50101,50,16:10:00
20070504070767,2007,6,90,0,2,50101,90,18:40:00
20070504070770,2007,6,60,11,1,50101,120,4:00:00
20070504070770,2007,6,60,11,1,50101,215,13:55:00
20070504070770,2007,6,60,11,1,50101,95,17:40:00
20070504070770,2007,6,60,11,1,50101,140,19:55:00
20070504070772,2007,6,80,5,1,50101,135,7:45:00
20070504070772,2007,6,80,5,1,50101,105,10:14:00
20070504070772,2007,6,80,5,1,50101,105,12:59:00
20070504070772,2007,6,80,5,1,50101,120,14:59:00
20070504070775,2007,6,2,10,1,50303,40,16:00:00
20070504070783,2007,6,33,4,1,50101,145,7:35:00
20070504070783,2007,6,33,4,1,50101,98,10:02:00
20070504070783,2007,6,33,4,1,50101,150,11:50:00
20070504070783,2007,6,33,4,1,50101,10,14:55:00
20070504070783,2007,6,33,4,1,50101,63,16:42:00
20070504070789,2007,6,50,30,1,50101,180,13:00:00
20070504070789,2007,6,50,30,1,50101,100,16:20:00
20070504070796,2007,6,75,0,2,50101,120,9:15:00
20070504070796,2007,6,75,0,2,50101,240,13:30:00
20070504070796,2007,6,75,0,2,50101,45,19:35:00
20070504070796,2007,6,75,0,2,50101,75,22:15:00
20070504070798,2007,6,120,15,1,50101,15,16:05:00
20070504070808,2007,6,30,18,1,50101,1,7:36:00
20070504070808,2007,6,30,18,1,50101,1,14:49:00
20070504070808,2007,6,30,18,1,50101,10,14:50:00
20070504070808,2007,6,30,18,1,50101,45,19:53:00
20070504070814,2007,6,110,0,2,50101,120,8:00:00
20070504070814,2007,6,110,0,2,50101,210,21:00:00
20070504070830,2007,6,80,0,2,50101,285,7:00:00
20070504070830,2007,6,80,0,2,50101,150,12:30:00
20070504070831,2007,6,165,0,2,50101,120,10:45:00
20070504070839,2007,6,30,6,1,60102,215,17:45:00
20070504070849,2007,6,160,90,1,60101,90,12:45:00
20070504070853,2007,6,50,25,1,50101,330,7:30:00
20070504070853,2007,6,50,25,1,50101,220,13:20:00
20070504070853,2007,6,50,25,1,50101,45,20:00:00
20070504070853,2007,6,50,25,1,50101,45,22:45:00
20070504070856,2007,6,150,0,2,50101,1,17:15:00
20070504070857,2007,6,145,0,2,50101,120,8:30:00
20070504070857,2007,6,145,0,2,50101,140,10:40:00
20070504070857,2007,6,145,0,2,50101,210,14:00:00
20070504070859,2007,8,90,0,2,50101,190,6:50:00
20070504070859,2007,8,90,0,2,50101,90,10:30:00
20070504070859,2007,8,90,0,2,50101,210,12:30:00
20070504070871,2007,8,95,0,2,50101,202,7:08:00
20070504070871,2007,8,95,0,2,50101,120,11:00:00
20070504070871,2007,8,95,0,2,50101,115,13:05:00
20070504070874,2007,8,105,9997,97,50101,30,19:15:00
20070504070879,2007,8,65,10,1,50101,2,11:15:00
20070504070879,2007,8,65,10,1,50101,5,11:17:00
20070504070879,2007,8,65,10,1,50101,120,17:00:00
20070504070879,2007,8,65,10,1,50101,60,20:00:00
20070504070891,2007,9,120,10,1,50101,205,8:25:00
20070504070891,2007,9,120,10,1,50101,190,12:20:00
20070504070891,2007,9,120,10,1,50101,30,21:26:00
20070504070901,2007,9,75,0,2,50101,30,10:30:00
20070504070903,2007,10,50,5,1,50101,135,7:45:00
20070504070903,2007,10,50,5,1,50101,45,10:15:00
20070504070903,2007,10,50,5,1,50101,180,11:30:00
20070504070903,2007,10,50,5,1,50101,105,14:45:00
20070504070911,2007,11,12,30,1,50101,315,8:15:00
20070504070911,2007,11,12,30,1,50101,470,13:40:00
20070504070916,2007,12,65,0,2,50101,273,6:57:00
20070504070916,2007,12,65,0,2,50101,220,11:50:00
20070504070916,2007,12,65,0,2,50101,10,18:52:00
20070504070922,2007,12,90,0,2,60101,201,7:45:00
20070504070922,2007,12,90,0,2,60101,189,12:06:00
20070504070935,2007,12,120,3,1,50101,285,8:15:00
20070504070935,2007,12,120,3,1,50101,210,14:00:00
20070504070941,2007,12,90,0,2,50101,198,8:42:00
20070504070941,2007,12,90,0,2,50101,300,12:30:00
20070504070955,2007,12,60,9996,96,50101,45,14:20:00
20070504070960,2007,12,40,0,2,50101,310,8:20:00
20070504070960,2007,12,40,0,2,50101,270,14:30:00
20070504070968,2007,12,75,0,2,50101,157,7:23:00
20070504070968,2007,12,75,0,2,50101,100,10:20:00
20070504070968,2007,12,75,0,2,50101,30,13:30:00
20070504070968,2007,12,75,0,2,50101,105,14:15:00
20070504070968,2007,12,75,0,2,50101,45,16:15:00
20070504070974,2007,12,140,0,2,50101,3,7:50:00
20070504070978,2007,12,30,20,1,50101,240,16:25:00
20070504070981,2007,12,80,20,1,50101,285,7:00:00
20070504070981,2007,12,80,20,1,50101,270,12:15:00
20070504070988,2007,12,30,0,2,50101,250,5:20:00
20070504070988,2007,12,30,0,2,50101,255,9:45:00
20070504070988,2007,12,30,0,2,50101,240,14:30:00
20070504070991,2007,12,75,0,2,50101,135,7:45:00
20070504070991,2007,12,75,0,2,50101,115,10:05:00
20070504070991,2007,12,75,0,2,50101,135,12:45:00
20070504070991,2007,12,75,0,2,50101,55,15:05:00
20070504071001,2007,12,70,0,2,50101,255,7:15:00
20070504071010,2007,12,85,5,1,50101,110,6:10:00
20070504071010,2007,12,85,5,1,50101,315,8:15:00
20070504071032,2007,12,20,2,1,50101,308,6:52:00
20070504071032,2007,12,20,2,1,50101,458,12:52:00
20070504071043,2007,12,15,0,2,50101,690,7:00:00
20070504071044,2007,12,30,30,1,50101,463,7:47:00
20070504071044,2007,12,30,30,1,50101,60,19:30:00
20070504071048,2007,12,85,0,2,50101,190,6:50:00
20070504071048,2007,12,85,0,2,50101,225,10:15:00
20070504071048,2007,12,85,0,2,50101,160,14:20:00
20070504071058,2007,13,0,30,1,50101,948,6:42:00
20070504071062,2007,13,30,0,2,50101,240,5:15:00
20070504071062,2007,13,30,0,2,50101,180,9:30:00
20070504071062,2007,13,30,0,2,50101,60,13:00:00
20070504071062,2007,13,30,0,2,50101,195,14:15:00
20070504071063,2007,13,80,80,1,50102,10,22:00:00
20070504071075,2007,13,75,0,2,50101,240,8:32:00
20070504071075,2007,13,75,0,2,50101,328,13:02:00
20070504071088,2007,13,115,0,2,60101,215,8:25:00
20070504071088,2007,13,115,0,2,60101,180,12:30:00
20070504071104,2007,13,60,0,2,50101,149,6:01:00
20070504071104,2007,13,60,0,2,50101,125,8:55:00
20070504071104,2007,13,60,0,2,50101,120,11:30:00
20070504071104,2007,13,60,0,2,50101,130,13:50:00
20070504071114,2007,13,75,0,2,50101,310,4:50:00
20070504071114,2007,13,75,0,2,50101,120,10:15:00
20070504071114,2007,13,75,0,2,50101,45,12:45:00
20070504071117,2007,13,5,20,1,50101,300,5:00:00
20070504071117,2007,13,5,20,1,50101,315,10:15:00
20070504071124,2007,13,30,25,1,50101,293,8:07:00
20070504071124,2007,13,30,25,1,50101,180,14:00:00
20070504071136,2007,16,15,15,1,50101,285,7:40:00
20070504071136,2007,16,15,15,1,50101,115,13:05:00
20070504071161,2007,17,40,0,2,50101,240,4:00:00
20070504071161,2007,17,40,0,2,50101,10,22:00:00
20070504071161,2007,17,40,0,2,50101,20,22:45:00
20070504071161,2007,17,40,0,2,50101,10,1:30:00
20070504071161,2007,17,40,0,2,50101,15,3:00:00
20070504071163,2007,17,45,0,2,50101,150,7:30:00
20070504071163,2007,17,45,0,2,50101,105,10:15:00
20070504071163,2007,17,45,0,2,50101,225,12:30:00
20070504071163,2007,17,45,0,2,50102,180,18:00:00
20070504071164,2007,17,40,0,2,50101,120,12:50:00
20070504071164,2007,17,40,0,2,50101,70,2:50:00
20070504071176,2007,17,90,30,1,50101,30,12:05:00
20070504071176,2007,17,90,30,1,50101,285,13:15:00
20070504071176,2007,17,90,30,1,50101,210,19:00:00
20070504071177,2007,17,85,0,2,50101,210,8:00:00
20070504071177,2007,17,85,0,2,50101,270,12:30:00
20070504071188,2007,17,30,0,2,50101,240,17:00:00
20070504071188,2007,17,30,0,2,50101,210,21:15:00
20070504071197,2007,17,40,15,1,50101,211,8:19:00
20070504071197,2007,17,40,15,1,50101,270,12:30:00
20070504071198,2007,17,0,120,1,50101,595,8:05:00
20070504071198,2007,17,0,120,1,50101,195,20:45:00
20070504071201,2007,17,75,0,2,50101,185,12:55:00
20070504071209,2007,17,55,0,2,50101,185,5:55:00
20070504071209,2007,17,55,0,2,50101,120,9:15:00
20070504071209,2007,17,55,0,2,50101,160,11:50:00
20070504071218,2007,17,95,25,1,50101,332,6:58:00
20070504071218,2007,17,95,25,1,50101,150,13:30:00
20070504071218,2007,17,95,25,1,50101,105,16:15:00
20070504071219,2007,17,30,30,1,50101,30,4:00:00
20070504071219,2007,17,30,30,1,50101,150,17:30:00
20070504071223,2007,17,45,37,1,50101,314,6:46:00
20070504071223,2007,17,45,37,1,50101,180,12:30:00
20070504071229,2007,17,105,0,2,50101,240,6:00:00
20070504071229,2007,17,105,0,2,50101,105,10:15:00
20070504071229,2007,17,105,0,2,50101,165,12:45:00
20070504071233,2007,18,45,5,1,50101,128,6:52:00
20070504071233,2007,18,45,5,1,50101,180,9:15:00
20070504071233,2007,18,45,5,1,50101,180,13:00:00
20070504071235,2007,18,60,60,1,50399,60,19:00:00
20070504071235,2007,18,60,60,1,50399,60,20:15:00
20070504071235,2007,18,60,60,1,50399,30,21:30:00
20070504071236,2007,18,60,0,2,50101,240,6:40:00
20070504071236,2007,18,60,0,2,50101,260,11:10:00
20070504071270,2007,18,60,10,1,60101,210,8:00:00
20070504071270,2007,18,60,10,1,60101,180,12:15:00
20070504071288,2007,19,40,5,1,50101,635,7:25:00
20070504071289,2007,19,105,4,1,50101,255,7:45:00
20070504071289,2007,19,105,4,1,50101,210,13:00:00
20070504071317,2007,21,120,25,1,60101,35,13:00:00
20070504071321,2007,21,30,0,2,50101,305,8:55:00
20070504071321,2007,21,30,0,2,50101,140,14:10:00
20070504071323,2007,21,50,30,1,50101,524,8:16:00
20070504071326,2007,22,165,0,2,50101,450,4:00:00
20070504071326,2007,22,165,0,2,50101,75,13:15:00
20070504071354,2007,22,50,0,2,50101,150,6:55:00
20070504071354,2007,22,50,0,2,50101,140,9:40:00
20070504071354,2007,22,50,0,2,50101,150,12:30:00
20070504071354,2007,22,50,0,2,50101,30,15:30:00
20070504071357,2007,23,135,25,1,50101,120,10:00:00
20070504071362,2007,24,0,30,1,50101,330,8:30:00
20070504071362,2007,24,0,30,1,50101,145,15:50:00
20070504071366,2007,24,5,11,1,50101,345,7:45:00
20070504071366,2007,24,5,11,1,50101,185,14:10:00
20070504071368,2007,24,105,5,1,50101,30,11:26:00
20070504071368,2007,24,105,5,1,50101,60,11:56:00
20070504071383,2007,25,70,9996,96,50101,310,6:50:00
20070504071383,2007,25,70,9996,96,50101,210,12:30:00
20070504071383,2007,25,70,9996,96,50101,60,20:30:00
20070504071385,2007,25,30,0,2,50101,215,8:25:00
20070504071385,2007,25,30,0,2,50101,210,12:30:00
20070504071385,2007,25,30,0,2,50101,40,20:20:00
20070504071390,2007,25,35,0,2,50101,240,9:25:00
20070504071391,2007,25,55,2,1,50101,217,8:23:00
20070504071391,2007,25,55,2,1,50101,160,12:20:00
20070504071401,2007,25,52,2,1,50101,300,8:00:00
20070504071401,2007,25,52,2,1,50101,390,13:30:00
20070504071408,2007,25,95,0,2,50101,200,6:40:00
20070504071408,2007,25,95,0,2,50101,105,10:15:00
20070504071408,2007,25,95,0,2,50101,75,12:30:00
20070504071408,2007,25,95,0,2,50101,60,14:00:00
20070504071408,2007,25,95,0,2,50101,20,19:25:00
20070504071410,2007,25,90,0,2,50101,25,19:05:00
20070504071415,2007,25,108,0,2,50101,210,9:00:00
20070504071415,2007,25,108,0,2,50101,300,13:30:00
20070504071425,2007,26,50,0,2,50101,310,6:50:00
20070504071425,2007,26,50,0,2,50101,180,12:30:00
20070504071428,2007,26,60,0,2,50101,315,6:45:00
20070504071431,2007,26,60,65,1,50101,105,9:15:00
20070504071432,2007,26,45,0,2,50303,90,15:20:00
20070504071447,2007,26,82,20,1,60101,271,7:18:00
20070504071447,2007,26,82,20,1,60101,130,12:26:00
20070504071459,2007,26,80,14,1,50101,225,8:15:00
20070504071459,2007,26,80,14,1,50101,210,12:30:00
20070504071464,2007,26,60,30,1,50101,60,8:00:00
20070504071473,2007,26,70,0,2,50101,245,8:55:00
20070504071473,2007,26,70,0,2,50101,300,14:00:00
20070504071498,2007,27,10,10,1,50101,30,4:00:00
20070504071498,2007,27,10,10,1,50101,130,1:50:00
20070504071507,2007,27,75,0,2,50101,138,4:42:00
20070504071507,2007,27,75,0,2,50101,255,7:15:00
20070504071507,2007,27,75,0,2,50101,60,12:30:00
20070504071509,2007,27,50,0,2,50101,13,7:17:00
20070504071509,2007,27,50,0,2,50101,330,7:30:00
20070504071509,2007,27,50,0,2,50101,210,13:30:00
20070504071510,2007,27,60,960,1,50101,370,5:50:00
20070504071510,2007,27,60,960,1,50101,180,12:30:00
20070504071527,2007,28,135,0,2,50101,180,8:15:00
20070504071527,2007,28,135,0,2,50101,10,15:56:00
20070504071527,2007,28,135,0,2,50101,114,16:06:00
20070504071530,2007,29,280,0,2,50101,90,7:30:00
20070504071530,2007,29,280,0,2,50101,105,9:15:00
20070504071535,2007,29,70,10,1,50101,270,4:00:00
20070504071538,2007,29,60,5,1,50101,305,6:55:00
20070504071538,2007,29,60,5,1,50101,180,12:30:00
20070504071548,2007,29,140,0,2,50101,240,8:00:00
20070504071548,2007,29,140,0,2,50101,160,12:20:00
20070504071555,2007,29,25,0,2,50101,252,6:38:00
20070504071555,2007,29,25,0,2,50101,260,11:10:00
20070504071558,2007,29,42,0,2,60101,180,8:15:00
20070504071558,2007,29,42,0,2,60101,204,11:42:00
20070504071564,2007,30,210,0,2,50102,120,10:00:00
20070504071579,2007,31,90,2,1,50101,190,22:20:00
20070504071579,2007,31,90,2,1,50101,120,2:00:00
20070504071590,2007,32,100,0,2,50101,315,7:15:00
20070504071592,2007,32,40,5,1,50101,233,7:27:00
20070504071592,2007,32,40,5,1,50101,237,11:33:00
20070504071592,2007,32,40,5,1,50101,15,15:35:00
20070504071592,2007,32,40,5,1,50101,60,19:57:00
20070504071594,2007,32,40,0,2,50101,170,5:40:00
20070504071594,2007,32,40,0,2,50101,170,8:40:00
20070504071594,2007,32,40,0,2,50101,75,12:00:00
20070504071594,2007,32,40,0,2,50101,90,13:30:00
20070504071595,2007,33,60,0,2,50101,25,9:00:00
20070504071595,2007,33,60,0,2,50101,255,9:45:00
20070504071595,2007,33,60,0,2,50101,20,14:15:00
20070504071604,2007,34,60,255,1,50101,85,8:35:00
20070504071604,2007,34,60,255,1,50101,60,15:00:00
20070504071614,2007,34,35,10,1,50101,75,11:45:00
20070504071614,2007,34,35,10,1,50101,120,13:15:00
20070504071614,2007,34,35,10,1,50101,60,16:55:00
20070504071617,2007,34,30,40,1,50101,180,10:00:00
20070504071617,2007,34,30,40,1,50101,165,13:15:00
20070504071617,2007,34,30,40,1,50101,225,16:15:00
20070504071631,2007,34,105,0,2,50101,240,4:00:00
20070504071631,2007,34,105,0,2,50101,195,23:45:00
20070504071631,2007,34,105,0,2,50101,30,3:30:00
20070504071632,2007,34,70,0,2,50101,180,13:00:00
20070504071632,2007,34,70,0,2,50101,105,16:15:00
20070504071632,2007,34,70,0,2,50101,60,18:30:00
20070504071632,2007,34,70,0,2,50101,120,19:45:00
20070504071648,2007,34,120,0,2,50101,355,6:05:00
20070504071648,2007,34,120,0,2,50101,330,13:00:00
20070504071652,2007,34,110,0,2,50101,239,8:16:00
20070504071652,2007,34,110,0,2,50101,184,12:56:00
20070504071652,2007,34,110,0,2,50101,35,20:10:00
20070504071666,2007,35,75,0,1,50101,30,6:35:00
20070504071666,2007,35,75,0,1,50101,60,10:00:00
20070504071666,2007,35,75,0,1,50101,265,13:35:00
20070504071670,2007,35,0,15,1,50101,15,5:30:00
20070504071670,2007,35,0,15,1,50101,240,7:00:00
20070504071670,2007,35,0,15,1,50101,225,11:15:00
20070504071678,2007,36,60,30,1,50399,15,9:02:00
20070504071689,2007,36,37,0,2,50101,161,6:49:00
20070504071689,2007,36,37,0,2,50101,200,9:40:00
20070504071689,2007,36,37,0,2,50101,65,13:25:00
20070504071689,2007,36,37,0,2,50101,110,14:40:00
20070504071691,2007,36,50,5,1,60101,230,8:10:00
20070504071704,2007,36,50,0,2,50101,115,9:35:00
20070504071710,2007,36,60,20,1,50101,110,6:10:00
20070504071710,2007,36,60,20,1,50101,285,8:15:00
