CASEID,YEAR,FIPS,SED_EAT_TOTAL,SED_WORKING_TOTAL,PRIME_EAT
20060605060597,2006,6,0,0,170
20060605060610,2006,6,10,0,300
20060605060614,2006,6,30,0,297
20060605060620,2006,6,90,0,45
20060605060622,2006,6,0,0,195
20060605060626,2006,6,0,0,30
20060605060637,2006,6,0,0,180
20060605060641,2006,6,0,0,24
20060605060653,2006,6,0,0,140
20060605060656,2006,6,30,0,180
20060605060659,2006,6,0,0,450
20060605060662,2006,6,10,5,170
20060605060663,2006,6,0,0,10
20060605060673,2006,6,0,0,135
20060605060679,2006,6,0,0,105
20060605060686,2006,6,0,0,40
20060605060688,2006,6,60,0,450
20060605060692,2006,6,51,2,180
20060605060693,2006,6,30,15,150
20060605060696,2006,6,0,0,220
20060605060703,2006,6,0,0,100
20060605060720,2006,6,0,0,120
20060605060722,2006,6,30,0,120
20060605060747,2006,6,0,0,120
20060605060764,2006,6,0,0,358
20060605060783,2006,6,10,10,75
20060605060801,2006,6,0,0,120
20060605060805,2006,6,9,0,225
20060605060817,2006,6,100,0,75
20060605060828,2006,6,100,0,220
20060605060831,2006,8,0,0,60
20060605060833,2006,8,45,0,60
20060605060840,2006,8,30,0,80
20060605060848,2006,8,0,0,45
20060605060849,2006,8,0,0,180
20060605060868,2006,10,0,0,0
20060605060870,2006,10,30,30,30
20060605060877,2006,12,0,0,738
20060605060880,2006,12,90,0,180
20060605060900,2006,12,45,15,165
20060605060907,2006,12,20,0,85
20060605060909,2006,12,0,0,150
20060605060951,2006,12,40,0,120
20060605060958,2006,12,0,0,135
20060605060959,2006,12,0,0,90
20060605060965,2006,12,20,0,90
20060605060968,2006,12,20,10,80
20060605060981,2006,12,0,0,120
20060605060986,2006,12,4,0,160
20060605060987,2006,12,10,0,20
20060605060991,2006,12,0,0,160
20060605061001,2006,13,0,0,0
20060605061019,2006,13,20,0,30
20060605061033,2006,13,15,0,160
20060605061051,2006,13,0,0,120
20060605061072,2006,16,0,0,345
20060605061077,2006,17,0,0,180
20060605061086,2006,17,60,10,150
20060605061096,2006,17,0,0,40
20060605061108,2006,17,0,0,100
20060605061109,2006,17,50,15,20
20060605061110,2006,17,0,0,270
20060605061111,2006,17,110,0,120
20060605061112,2006,17,150,0,0
20060605061114,2006,17,40,30,15
20060605061129,2006,17,0,0,150
20060605061144,2006,17,0,0,315
20060605061161,2006,18,10,5,200
20060605061163,2006,18,60,0,60
20060605061166,2006,18,15,15,20
20060605061171,2006,18,0,0,270
20060605061175,2006,18,60,5,330
20060605061196,2006,18,0,0,40
20060605061198,2006,18,0,0,120
20060605061218,2006,20,20,0,180
20060605061227,2006,20,60,20,135
20060605061228,2006,20,0,0,150
20060605061229,2006,20,60,0,280
20060605061238,2006,21,30,30,15
20060605061249,2006,21,0,0,282
20060605061250,2006,21,40,0,60
20060605061256,2006,21,0,0,90
20060605061262,2006,22,0,0,45
20060605061265,2006,22,20,0,246
20060605061270,2006,22,0,0,150
20060605061283,2006,22,20,0,440
20060605061308,2006,24,40,0,120
20060605061314,2006,25,15,5,243
20060605061330,2006,25,0,0,140
20060605061331,2006,25,30,0,20
20060605061346,2006,25,0,0,360
20060605061357,2006,26,280,20,60
20060605061358,2006,26,0,0,70
20060605061365,2006,26,0,0,180
20060605061387,2006,26,20,0,50
20060605061395,2006,26,20,0,80
20060605061399,2006,26,0,0,200
20060605061416,2006,27,10,10,20
20060605061418,2006,27,0,0,0
20060605061423,2006,27,0,0,20
20060605061435,2006,27,20,0,120
20060605061440,2006,28,0,0,150
20060605061459,2006,29,2,0,90
20060605061460,2006,29,0,0,0
20060605061461,2006,29,20,5,160
20060605061462,2006,29,0,0,75
20060605061496,2006,29,5,5,30
20060605061503,2006,30,0,0,190
20060605061505,2006,31,0,0,165
20060605061506,2006,31,604,0,300
20060605061512,2006,31,10,0,100
20060605061514,2006,31,0,0,120
20060605061515,2006,31,5,0,120
20060605061539,2006,34,10,0,210
20060605061553,2006,34,0,0,180
20060605061559,2006,34,0,0,140
20060605061564,2006,34,0,0,30
20060605061565,2006,34,20,20,15
20060605061581,2006,34,0,0,160
20060605061600,2006,36,0,0,100
20060605061613,2006,36,180,0,285
20060605061629,2006,36,0,0,35
20060605061640,2006,36,15,0,75
20060605061656,2006,36,0,0,330
20060605061668,2006,36,30,0,300
20060605061676,2006,36,80,0,120
20060605061689,2006,36,5,0,45
20060605061690,2006,36,30,0,60
20060605061708,2006,36,20,10,100
20060605061713,2006,36,0,0,340
20060605061714,2006,36,10,10,40
20060605061715,2006,36,40,0,180
20060605061752,2006,37,0,0,240
20060605061753,2006,37,0,0,45
20060605061755,2006,37,45,0,165
20060605061775,2006,37,10,0,30
20060605061782,2006,38,15,5,210
20060605061784,2006,38,0,0,30
20060605061791,2006,39,50,0,90
20060605061809,2006,39,5,0,5
20060605061812,2006,39,40,0,25
20060605061817,2006,39,0,0,452
20060605061827,2006,39,20,0,520
20060605061849,2006,39,0,0,180
20060605061893,2006,41,0,0,45
20060605061903,2006,41,25,0,30
20060605061908,2006,41,60,10,120
20060605061922,2006,42,20,0,280
20060605061929,2006,42,10,0,126
20060605061935,2006,42,0,0,265
20060605061936,2006,42,0,0,135
20060605061939,2006,42,0,0,0
20060605061943,2006,42,0,0,120
20060605061952,2006,42,0,0,20
20060605061966,2006,42,0,0,380
20060605061970,2006,42,0,0,80
20060605061977,2006,42,20,10,60
20060605061988,2006,42,0,0,240
20060605061990,2006,42,10,0,35
20060605061994,2006,42,60,40,15
20060605061995,2006,42,10,10,62
20060605062007,2006,45,0,0,210
20060605062018,2006,45,120,0,0
20060605062046,2006,47,0,0,80
20060605062057,2006,47,0,0,90
20060605062065,2006,47,0,0,180
20060605062070,2006,48,0,0,152
20060605062071,2006,48,0,0,180
20060605062077,2006,48,56,8,24
20060605062080,2006,48,2132,533,260
20060605062086,2006,48,0,0,330
20060605062088,2006,48,0,0,60
20060605062091,2006,48,0,0,240
20060605062111,2006,48,0,0,285
20060605062133,2006,48,0,0,70
20060605062137,2006,48,10,0,15
20060605062141,2006,48,0,0,20
20060605062158,2006,48,0,0,60
20060605062163,2006,48,15,0,0
20060605062182,2006,48,0,0,105
20060605062184,2006,48,0,0,30
20060605062187,2006,48,20,10,150
20060605062194,2006,48,10,5,100
20060605062206,2006,48,0,0,60
20060605062213,2006,49,40,0,280
20060605062217,2006,49,0,0,200
20060605062231,2006,50,0,0,129
20060605062237,2006,51,15,0,15
20060605062240,2006,51,0,0,225
20060605062244,2006,51,30,30,20
20060605062263,2006,51,15,0,45
20060605062264,2006,51,60,30,60
20060605062270,2006,51,0,0,190
20060605062273,2006,51,0,0,160
20060605062277,2006,51,35,0,100
20060605062278,2006,51,10,0,60
20060605062288,2006,53,10,5,146
20060605062297,2006,53,0,0,195
20060605062304,2006,53,0,0,180
20060605062315,2006,53,100,0,400
20060605062318,2006,53,40,20,240
20060605062330,2006,54,45,0,120
20060605062335,2006,55,30,0,40
20060605062337,2006,55,20,0,0
20060605062351,2006,55,15,0,45
20060605062363,2006,8,0,0,325
20060605062382,2006,9,0,0,250
20060605062388,2006,9,2,0,210
20060605062400,2006,19,2,0,75
20060605062407,2006,19,16,2,424
20060605062408,2006,19,0,0,60
20060605062409,2006,20,40,0,20
20060605062411,2006,20,10,0,240
20060605062412,2006,20,60,0,200
20060605062413,2006,20,20,0,60
20060605062424,2006,21,0,0,140
20060605062436,2006,24,90,20,180
20060605062449,2006,27,4,2,90
20060605062450,2006,27,15,15,75
20060605062457,2006,27,30,10,135
20060605062458,2006,27,480,80,840
20060605062460,2006,27,0,0,90
20060605062464,2006,27,20,10,190
20060605062466,2006,27,150,0,120
20060605062469,2006,27,360,30,120
20060605062472,2006,29,0,0,180
20060605062500,2006,40,15,0,315
20060605062513,2006,45,0,0,80
20060605062514,2006,45,0,0,45
20060605062530,2006,51,0,0,300
20060605062532,2006,53,20,0,140
20060605062533,2006,53,5,0,45
20060605062541,2006,55,10,5,120
20060605062542,2006,55,10,0,120
20060605062548,2006,55,30,30,30
20060605062553,2006,55,0,0,135
20060605062555,2006,56,0,0,270
20060606060085,2006,36,0,0,135
20060606060538,2006,4,0,0,165
20060606060575,2006,5,0,0,20
20060606060690,2006,6,0,0,80
20060606060714,2006,6,0,0,596
20060606060757,2006,6,40,15,20
20060606060829,2006,8,30,10,42
20060606060835,2006,9,402,0,0
20060606060972,2006,12,0,0,174
20060606061008,2006,13,0,0,240
20060606061014,2006,13,0,0,210
20060606061128,2006,17,30,0,60
20060606061176,2006,19,0,0,360
20060606061185,2006,19,0,0,160
20060606061194,2006,20,0,0,80
20060606061250,2006,22,60,0,60
20060606061280,2006,25,14,0,300
20060606061291,2006,25,280,60,240
20060606061305,2006,25,0,0,150
20060606061523,2006,34,0,0,15
20060606061575,2006,35,4,0,484
20060606061633,2006,36,10,0,240
20060606061819,2006,39,8,4,50
20060606061877,2006,41,0,0,260
20060606061883,2006,41,0,0,260
20060606061920,2006,42,0,0,20
20060606061921,2006,42,0,0,360
20060606061956,2006,42,0,0,30
20060606061985,2006,45,0,0,240
20060606062004,2006,47,0,0,60
20060606062054,2006,48,0,0,180
20060606062190,2006,49,120,0,210
20060606062265,2006,53,4,1,360
20060606062268,2006,53,14,2,90
20060606062330,2006,55,0,0,120
20060606062342,2006,56,0,0,360
20060606062452,2006,27,140,35,180
20060704061125,2006,17,30,10,15
20060704061650,2006,36,65,0,185
20060705060025,2006,12,60,30,122
20060705060516,2006,1,0,0,150
20060705060525,2006,1,0,0,110
20060705060631,2006,6,0,0,90
20060705060661,2006,6,20,0,120
20060705060737,2006,6,0,0,60
20060705060777,2006,6,10,10,35
20060705060802,2006,6,30,0,255
20060705060863,2006,9,6,2,120
20060705060903,2006,12,15,5,45
20060705060916,2006,12,0,0,600
20060705060949,2006,12,0,0,30
20060705061058,2006,15,0,0,120
20060705061070,2006,16,0,0,180
20060705061145,2006,17,20,20,20
20060705061147,2006,17,0,0,120
20060705061170,2006,18,0,0,90
20060705061180,2006,18,45,15,0
20060705061253,2006,21,30,20,0
20060705061337,2006,25,30,0,80
20060705061347,2006,25,20,15,60
20060705061412,2006,26,0,0,450
20060705061530,2006,33,50,0,50
20060705061555,2006,34,5,5,15
20060705061604,2006,36,0,0,50
20060705061606,2006,36,0,0,100
20060705061610,2006,36,10,0,10
20060705061623,2006,36,0,0,210
20060705061649,2006,36,40,10,140
20060705061680,2006,36,0,0,60
20060705061688,2006,36,0,0,165
20060705061704,2006,36,0,0,120
20060705061789,2006,39,40,0,10
20060705061854,2006,39,90,0,30
20060705061887,2006,40,64,0,130
20060705061904,2006,41,60,0,120
20060705061906,2006,41,25,0,250
20060705061969,2006,42,54,0,180
20060705062013,2006,45,0,0,270
20060705062095,2006,48,15,15,0
20060705062121,2006,48,80,0,120
20060705062219,2006,49,30,0,30
20060705062253,2006,51,0,0,60
20060705062266,2006,51,0,0,450
20060705062287,2006,53,60,0,90
20060705062346,2006,55,180,30,60
20060705062353,2006,55,45,0,180
20060705062486,2006,32,0,0,300
20060705062506,2006,41,5,5,100
20060705062515,2006,45,0,0,80
20060706060005,2006,4,0,0,80
20060706060008,2006,5,0,0,280
20060706060042,2006,17,5,5,20
20060706060055,2006,24,60,10,105
20060706060060,2006,26,60,0,135
20060706060065,2006,27,60,20,0
20060706060075,2006,34,6,0,220
20060706060078,2006,35,0,0,120
20060706060084,2006,36,0,0,360
20060706060097,2006,39,576,185,0
20060706060106,2006,45,0,0,105
20060706060107,2006,45,50,25,130
20060706060110,2006,45,0,0,45
20060706060113,2006,47,0,0,320
20060706060127,2006,51,0,0,300
20060706060135,2006,55,35,35,60
20060706060138,2006,55,2,2,20
20060706060144,2006,45,25,5,25
20060706060508,2006,1,0,0,300
20060706060509,2006,1,20,5,30
20060706060518,2006,1,20,10,120
20060706060522,2006,1,0,0,180
20060706060526,2006,1,0,0,142
20060706060541,2006,4,30,15,30
20060706060544,2006,4,10,10,25
20060706060551,2006,4,0,0,370
20060706060564,2006,4,40,20,140
20060706060566,2006,4,3,0,55
20060706060573,2006,5,0,0,15
20060706060588,2006,5,0,0,25
20060706060590,2006,5,6,0,90
20060706060594,2006,6,0,0,95
20060706060608,2006,6,30,30,30
20060706060612,2006,6,42,0,135
20060706060616,2006,6,0,0,150
20060706060621,2006,6,0,0,138
20060706060624,2006,6,0,0,360
20060706060642,2006,6,40,0,90
20060706060644,2006,6,0,0,560
20060706060649,2006,6,120,0,360
20060706060657,2006,6,0,0,360
20060706060659,2006,6,0,0,150
20060706060670,2006,6,56,0,164
20060706060672,2006,6,0,0,90
20060706060683,2006,6,15,0,90
20060706060685,2006,6,0,0,40
20060706060692,2006,6,38,0,0
20060706060694,2006,6,10,0,95
20060706060716,2006,6,5,0,130
20060706060726,2006,6,0,0,90
20060706060731,2006,6,15,0,210
20060706060733,2006,6,15,15,20
20060706060738,2006,6,218,0,186
20060706060739,2006,6,20,5,240
20060706060751,2006,6,0,0,90
20060706060752,2006,6,0,0,325
20060706060775,2006,6,0,0,340
20060706060776,2006,6,30,0,85
20060706060780,2006,6,0,0,406
20060706060784,2006,6,64,0,248
20060706060796,2006,6,20,10,40
20060706060799,2006,6,24,0,300
20060706060811,2006,8,21,2,105
20060706060819,2006,8,100,30,100
20060706060830,2006,8,6,0,276
20060706060844,2006,9,60,0,100
20060706060846,2006,9,0,0,210
20060706060857,2006,12,0,0,140
20060706060863,2006,12,10,5,110
20060706060865,2006,12,0,0,80
20060706060870,2006,12,0,0,170
20060706060871,2006,12,0,0,120
20060706060897,2006,12,60,60,150
20060706060917,2006,12,4,2,40
20060706060926,2006,12,0,0,30
20060706060932,2006,12,30,0,30
20060706060939,2006,12,0,0,110
20060706060955,2006,12,12,6,260
20060706060957,2006,12,35,0,30
20060706060977,2006,12,140,30,340
20060706061006,2006,13,240,0,120
20060706061011,2006,13,10,5,40
20060706061017,2006,13,30,10,285
20060706061021,2006,13,0,0,180
20060706061041,2006,15,27,0,33
20060706061046,2006,16,120,60,120
20060706061054,2006,16,0,0,104
20060706061056,2006,17,20,0,220
20060706061059,2006,17,0,0,120
20060706061060,2006,17,10,10,45
20060706061077,2006,17,0,0,630
20060706061078,2006,17,10,0,10
20060706061080,2006,17,0,0,70
20060706061086,2006,17,0,0,120
20060706061089,2006,17,20,0,240
20060706061092,2006,17,60,0,240
20060706061093,2006,17,40,0,480
20060706061114,2006,17,0,0,255
20060706061117,2006,17,8,0,72
20060706061125,2006,17,16,4,360
20060706061134,2006,17,14,0,80
20060706061143,2006,18,0,0,20
20060706061168,2006,18,60,0,180
20060706061169,2006,18,30,10,182
20060706061175,2006,19,720,0,270
20060706061183,2006,19,10,0,25
20060706061184,2006,19,6,0,70
20060706061187,2006,20,30,0,90
20060706061200,2006,20,0,0,90
20060706061204,2006,21,0,0,40
20060706061217,2006,21,0,0,105
20060706061222,2006,21,0,0,120
20060706061230,2006,22,40,0,150
20060706061239,2006,22,30,30,30
20060706061255,2006,23,40,0,60
20060706061263,2006,24,0,0,120
20060706061265,2006,24,0,0,240
20060706061281,2006,25,0,0,135
20060706061286,2006,25,15,0,30
20060706061320,2006,25,10,0,30
20060706061321,2006,25,45,0,105
20060706061327,2006,26,180,30,180
20060706061335,2006,26,2,0,15
20060706061338,2006,26,75,10,90
20060706061340,2006,26,68,0,320
20060706061348,2006,26,0,0,250
20060706061349,2006,26,10,0,210
20060706061351,2006,26,15,0,120
20060706061359,2006,26,60,0,0
20060706061366,2006,26,10,0,45
20060706061388,2006,26,30,5,40
20060706061390,2006,26,0,0,60
20060706061391,2006,26,10,10,30
20060706061410,2006,27,40,0,0
20060706061413,2006,27,0,0,45
20060706061415,2006,27,0,0,170
20060706061427,2006,28,20,10,60
20060706061435,2006,29,75,0,650
20060706061437,2006,29,30,0,180
20060706061438,2006,29,0,0,15
20060706061455,2006,29,0,0,180
20060706061464,2006,29,110,0,30
20060706061468,2006,29,45,0,0
20060706061470,2006,29,0,0,495
20060706061483,2006,30,10,10,40
20060706061487,2006,31,0,0,60
20060706061489,2006,31,10,0,10
20060706061491,2006,31,0,0,190
20060706061537,2006,34,30,0,160
20060706061550,2006,34,7,7,143
20060706061552,2006,34,60,15,60
20060706061572,2006,35,0,0,120
20060706061585,2006,36,0,0,60
20060706061598,2006,36,15,0,405
20060706061615,2006,36,0,0,45
20060706061625,2006,36,20,0,25
20060706061639,2006,36,0,0,420
20060706061642,2006,36,0,0,740
20060706061644,2006,36,20,10,100
20060706061649,2006,36,0,0,135
20060706061695,2006,36,0,0,240
20060706061699,2006,36,15,15,15
20060706061706,2006,37,60,0,200
20060706061710,2006,37,0,0,190
20060706061718,2006,37,5,0,90
20060706061731,2006,37,0,0,20
20060706061755,2006,37,0,0,45
20060706061759,2006,37,20,0,90
20060706061764,2006,39,6,2,327
20060706061772,2006,39,0,0,50
20060706061779,2006,39,0,0,240
20060706061787,2006,39,0,0,25
20060706061799,2006,39,0,0,1350
20060706061810,2006,39,44,10,40
20060706061812,2006,39,8,4,120
20060706061817,2006,39,240,0,60
20060706061820,2006,39,270,240,0
20060706061824,2006,39,50,20,168
20060706061829,2006,39,30,0,160
20060706061830,2006,39,0,0,125
20060706061837,2006,39,0,0,220
20060706061838,2006,40,40,0,260
20060706061846,2006,40,30,0,90
20060706061853,2006,40,0,0,140
20060706061864,2006,41,18,0,321
20060706061871,2006,41,20,0,90
20060706061879,2006,41,30,0,20
20060706061882,2006,41,68,20,110
20060706061894,2006,42,20,0,120
20060706061895,2006,42,30,10,135
20060706061899,2006,42,0,0,320
20060706061902,2006,42,75,0,100
20060706061909,2006,42,0,0,100
20060706061926,2006,42,10,0,25
20060706061928,2006,42,45,45,88
20060706061931,2006,42,25,0,175
20060706061935,2006,42,0,0,225
20060706061938,2006,42,60,0,600
20060706061942,2006,42,16,4,130
20060706061943,2006,42,80,0,80
20060706061944,2006,42,0,0,225
20060706061957,2006,42,60,0,120
20060706061982,2006,45,10,5,170
20060706061991,2006,46,40,10,240
20060706062005,2006,47,0,0,15
20060706062008,2006,47,0,0,180
20060706062009,2006,47,260,0,30
20060706062016,2006,47,75,25,135
20060706062031,2006,47,0,0,300
20060706062035,2006,48,40,0,280
20060706062042,2006,48,60,30,230
20060706062046,2006,48,0,0,180
20060706062052,2006,48,60,15,360
20060706062059,2006,48,50,0,40
20060706062084,2006,48,0,0,200
20060706062086,2006,48,30,5,60
20060706062090,2006,48,30,0,180
20060706062101,2006,48,0,0,66
20060706062111,2006,48,0,0,210
20060706062118,2006,48,0,0,345
20060706062122,2006,48,4,2,80
20060706062124,2006,48,0,0,60
20060706062132,2006,48,0,0,30
20060706062136,2006,48,0,0,60
20060706062147,2006,48,0,0,130
20060706062152,2006,48,0,0,50
20060706062165,2006,48,70,0,245
20060706062166,2006,48,0,0,40
20060706062170,2006,48,30,10,60
20060706062176,2006,48,0,0,80
20060706062180,2006,48,0,0,20
20060706062184,2006,49,0,0,105
20060706062185,2006,49,120,0,240
20060706062188,2006,49,40,5,320
20060706062193,2006,49,0,0,150
20060706062197,2006,49,0,0,350
20060706062204,2006,51,0,0,300
20060706062209,2006,51,4,2,240
20060706062210,2006,51,0,0,110
20060706062216,2006,51,30,0,350
20060706062221,2006,51,10,0,105
20060706062223,2006,51,6,0,60
20060706062228,2006,51,69,0,0
20060706062232,2006,51,8,4,120
20060706062245,2006,51,140,20,80
20060706062257,2006,53,34,0,120
20060706062260,2006,53,24,2,0
20060706062266,2006,53,30,0,120
20060706062269,2006,53,0,0,120
20060706062276,2006,53,0,0,270
20060706062282,2006,53,30,0,120
20060706062289,2006,53,15,5,495
20060706062292,2006,53,0,0,120
20060706062313,2006,54,0,0,48
20060706062315,2006,55,40,20,210
20060706062323,2006,55,110,5,0
20060706062337,2006,55,0,0,55
20060706062339,2006,55,93,0,75
20060706062343,2006,56,0,0,150
20060706062349,2006,8,0,0,360
20060706062365,2006,9,0,0,345
20060706062383,2006,10,510,165,30
20060706062397,2006,19,40,10,180
20060706062399,2006,20,30,10,150
20060706062413,2006,21,6,0,65
20060706062414,2006,21,70,0,490
20060706062422,2006,21,90,30,60
20060706062435,2006,24,50,10,60
20060706062436,2006,24,10,0,60
20060706062443,2006,24,120,0,70
20060706062447,2006,24,0,0,90
20060706062455,2006,27,50,0,120
20060706062461,2006,27,0,0,315
20060706062480,2006,29,0,0,90
20060706062486,2006,31,30,0,165
20060706062489,2006,31,0,0,320
20060706062528,2006,51,35,0,30
20060707060070,2006,24,45,15,165
20060707060092,2006,36,15,0,135
20060707060104,2006,42,240,240,55
20060707060131,2006,23,0,0,1080
20060707060132,2006,24,135,30,0
20060707060136,2006,55,15,15,65
20060707060588,2006,5,15,15,90
20060707060606,2006,6,294,0,402
20060707060700,2006,6,0,0,280
20060707060789,2006,6,50,20,120
20060707060801,2006,6,20,0,45
20060707060829,2006,8,0,0,60
20060707060866,2006,12,30,0,20
20060707060894,2006,12,0,0,120
20060707060903,2006,12,0,0,520
20060707060975,2006,12,30,10,45
20060707060995,2006,13,75,15,825
20060707061095,2006,17,25,0,130
20060707061222,2006,21,0,0,110
20060707061224,2006,22,30,10,180
20060707061307,2006,25,30,10,270
20060707061405,2006,27,40,0,260
20060707061444,2006,29,0,0,240
20060707061506,2006,33,45,0,180
20060707061529,2006,34,304,73,0
20060707061565,2006,34,110,0,60
20060707061579,2006,35,40,20,150
20060707061633,2006,36,4,0,150
20060707061723,2006,37,20,0,114
20060707061777,2006,37,0,0,80
20060707061816,2006,39,18,0,60
20060707061910,2006,42,0,0,20
20060707061977,2006,42,135,45,285
20060707061998,2006,45,0,0,95
20060707062015,2006,46,0,0,340
20060707062023,2006,47,0,0,124
20060707062027,2006,47,0,0,140
20060707062052,2006,47,0,0,80
20060707062056,2006,48,0,0,468
20060707062174,2006,48,5,0,50
20060707062211,2006,48,0,0,90
20060707062273,2006,51,0,0,105
20060707062310,2006,53,125,20,225
20060707062316,2006,53,0,0,100
20060707062331,2006,53,0,0,350
20060707062349,2006,55,15,0,30
20060707062368,2006,55,6,2,150
20060707062385,2006,8,60,0,180
20060707062461,2006,24,0,0,90
20060707062541,2006,51,0,0,345
20060707062548,2006,53,10,5,60
20060707062556,2006,55,0,0,220
20060805061113,2006,17,0,0,30
20060806060061,2006,26,60,0,856
20060806060542,2006,4,4,2,162
20060806060547,2006,4,0,0,180
20060806060550,2006,4,0,0,420
20060806060554,2006,4,20,20,20
20060806060691,2006,6,15,0,20
20060806060740,2006,6,0,0,228
20060806060806,2006,6,0,0,140
20060806060812,2006,8,0,0,330
20060806060823,2006,8,120,30,240
20060806060869,2006,12,0,0,300
20060806060873,2006,12,0,0,270
20060806060941,2006,12,90,0,450
20060806060959,2006,12,0,0,170
20060806060965,2006,12,40,10,80
20060806060969,2006,12,9,0,150
20060806060994,2006,13,0,0,120
20060806061039,2006,13,0,0,225
20060806061051,2006,16,0,0,210
20060806061061,2006,17,0,0,120
20060806061071,2006,17,15,0,195
20060806061145,2006,18,0,0,360
20060806061186,2006,19,30,0,240
20060806061267,2006,24,0,0,0
20060806061270,2006,24,0,0,160
20060806061304,2006,25,10,5,330
20060806061317,2006,25,30,0,19
20060806061337,2006,26,30,0,100
20060806061377,2006,26,0,0,62
20060806061405,2006,27,20,10,60
20060806061453,2006,29,60,30,90
20060806061530,2006,34,10,5,160
20060806061564,2006,35,0,0,160
20060806061581,2006,36,0,0,20
20060806061628,2006,36,0,0,450
20060806061631,2006,36,0,0,180
20060806061693,2006,36,20,0,370
20060806061698,2006,36,90,25,130
20060806061763,2006,39,45,15,60
20060806061788,2006,39,0,0,385
20060806061821,2006,39,15,15,30
20060806061848,2006,40,30,15,150
20060806061891,2006,42,0,0,120
20060806061908,2006,42,15,0,165
20060806061994,2006,47,198,0,810
20060806062037,2006,48,30,0,60
20060806062040,2006,48,0,0,40
20060806062048,2006,48,0,0,180
20060806062134,2006,48,4,0,80
20060806062208,2006,51,0,0,6
20060806062222,2006,51,14,2,60
20060806062226,2006,51,40,20,140
20060806062229,2006,51,51,7,75
20060806062239,2006,51,90,0,90
20060806062254,2006,53,250,125,80
20060806062322,2006,55,40,0,260
20060806062335,2006,55,11,5,55
20060806062336,2006,55,0,0,30
20060806062347,2006,8,0,0,90
20060806062348,2006,8,30,15,100
20060806062379,2006,9,60,20,210
20060806062402,2006,20,6,0,90
20060806062406,2006,21,0,0,210
20060806062412,2006,21,0,0,200
20060806062451,2006,24,50,10,350
20060806062507,2006,41,0,0,40
20060807060048,2006,17,80,20,240
20060807060049,2006,17,0,0,0
20060807060051,2006,17,0,0,240
20060807060054,2006,17,10,0,60
20060807060071,2006,25,0,0,160
20060807060073,2006,25,75,15,190
20060807060086,2006,36,90,0,20
20060807060095,2006,37,0,0,15
20060807060111,2006,48,0,0,210
20060807060505,2006,1,0,0,174
20060807060529,2006,1,0,0,720
20060807060530,2006,1,20,0,90
20060807060533,2006,1,0,0,90
20060807060538,2006,2,0,0,150
20060807060542,2006,4,0,0,600
20060807060562,2006,4,70,35,140
20060807060568,2006,4,190,5,30
20060807060573,2006,5,0,0,360
20060807060594,2006,6,60,0,60
20060807060605,2006,6,540,0,195
20060807060610,2006,6,6,2,210
20060807060619,2006,6,0,0,225
20060807060623,2006,6,120,0,580
20060807060632,2006,6,20,10,270
20060807060645,2006,6,0,0,125
20060807060651,2006,6,30,0,0
20060807060658,2006,6,0,0,120
20060807060660,2006,6,0,0,30
20060807060670,2006,6,120,0,125
20060807060680,2006,6,40,0,368
20060807060694,2006,6,40,0,130
20060807060696,2006,6,0,0,95
20060807060715,2006,6,0,0,325
20060807060722,2006,6,75,15,300
20060807060730,2006,6,0,0,40
20060807060748,2006,6,0,0,180
20060807060751,2006,6,15,0,150
20060807060755,2006,6,90,0,300
20060807060758,2006,6,0,0,45
20060807060764,2006,6,30,30,100
20060807060768,2006,6,0,0,40
20060807060776,2006,6,45,15,90
20060807060793,2006,6,135,0,270
20060807060804,2006,6,25,0,95
20060807060826,2006,8,420,0,255
20060807060827,2006,8,0,0,540
20060807060828,2006,8,15,10,60
20060807060840,2006,8,0,0,30
20060807060841,2006,8,70,0,60
20060807060844,2006,8,20,5,212
20060807060854,2006,9,0,0,254
20060807060857,2006,10,80,0,0
20060807060858,2006,10,0,0,275
20060807060869,2006,12,0,0,60
20060807060898,2006,12,20,10,100
20060807060907,2006,12,0,0,180
20060807060918,2006,12,0,0,300
20060807060923,2006,12,0,0,300
20060807060931,2006,12,60,0,180
20060807060963,2006,12,0,0,70
20060807060966,2006,12,0,0,195
20060807060976,2006,12,120,30,200
20060807060980,2006,12,180,60,225
20060807060989,2006,13,0,0,200
20060807061008,2006,13,0,0,60
20060807061033,2006,15,0,0,90
20060807061034,2006,15,0,0,180
20060807061040,2006,16,0,0,1050
20060807061057,2006,17,0,0,200
20060807061060,2006,17,30,15,70
20060807061071,2006,17,30,10,75
20060807061076,2006,17,0,0,140
20060807061077,2006,17,30,15,60
20060807061096,2006,17,30,0,60
20060807061099,2006,17,40,0,60
20060807061103,2006,17,0,0,100
20060807061113,2006,17,0,0,150
20060807061115,2006,17,0,0,118
20060807061117,2006,17,120,40,30
20060807061118,2006,17,70,0,20
20060807061119,2006,17,12,0,0
20060807061128,2006,17,40,5,200
20060807061149,2006,18,0,0,160
20060807061158,2006,18,80,60,125
20060807061162,2006,18,20,0,130
20060807061174,2006,19,30,0,60
20060807061177,2006,19,0,0,100
20060807061183,2006,19,50,15,90
20060807061188,2006,19,0,0,200
20060807061198,2006,20,10,10,30
20060807061203,2006,21,0,0,85
20060807061207,2006,21,20,0,480
20060807061210,2006,21,20,0,180
20060807061217,2006,21,80,0,120
20060807061218,2006,21,0,0,120
20060807061227,2006,22,20,0,110
20060807061241,2006,22,0,0,120
20060807061246,2006,22,10,5,150
